"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033333","GO:0033333","fin development","23/800","118/17744",0.194915254237288,4.32322033898305,7.86998321937163,2.43253474259726e-09,4.39541277048989e-07,3.99768400471471e-07,"fgfr1a/col2a1b/col1a1a/osr1/hmcn1/cdh2/bmp1a/tcf7/gja1b/mmp9/fras1/lama5/plod1a/furina/frem1a/megf6b/frem2a/megf6a/and2/hmcn2/and1/col22a1/bhlha9",23
"GO:0051216","GO:0051216","cartilage development","31/800","203/17744",0.152709359605911,3.38709359605911,7.43260136454307,2.44756163553962e-09,4.39541277048989e-07,3.99768400471471e-07,"mmp14a/loxa/lrp5/mmp14b/fgfr1a/ednraa/dcn/col11a2/sema3d/cdh2/tgfb3/fn1a/col11a1a/pthlha/fat3a/polr1d/marcksl1a/polr1c/mmp9/loxl2b/ogna/sec24d/msmo1/ednrab/furina/prdm16/and2/dlx2a/and1/rflnb/grem2b",31
"GO:0061448","GO:0061448","connective tissue development","32/800","218/17744",0.146788990825688,3.25577981651376,7.28172205877914,3.69290158094768e-09,6.12169454380174e-07,5.56775930665958e-07,"mmp14a/loxa/lrp5/mmp14b/fgfr1a/ednraa/dcn/col11a2/sema3d/cdh2/tgfb3/fn1a/thbs4b/col11a1a/pthlha/fat3a/polr1d/marcksl1a/polr1c/mmp9/loxl2b/ogna/sec24d/msmo1/ednrab/furina/prdm16/and2/dlx2a/and1/rflnb/grem2b",32
"GO:0048736","GO:0048736","appendage development","23/800","125/17744",0.184,4.08112,7.51144583972706,7.78623347690882e-09,1.19852379590989e-06,1.09007268676723e-06,"fgfr1a/col2a1b/col1a1a/osr1/hmcn1/cdh2/bmp1a/tcf7/gja1b/mmp9/fras1/lama5/plod1a/furina/frem1a/megf6b/frem2a/megf6a/and2/hmcn2/and1/col22a1/bhlha9",23
"GO:0071711","GO:0071711","basement membrane organization","9/800","17/17744",0.529411764705882,11.7423529411765,9.62845940720141,1.29196521326264e-08,1.85612335638732e-06,1.68816787866318e-06,"col14a1a/hmcn1/lamb4/col4a6/col4a5/fras1/lama5/si:dkey-202e22.2/lamb1a",9
"GO:0001503","GO:0001503","ossification","21/800","111/17744",0.189189189189189,4.19621621621622,7.33981450916243,2.08569239991201e-08,2.80916695113149e-06,2.55497318989221e-06,"mmp14a/panx3/lrp5/mmp14b/phospho1/col1a1a/alpl/ptch1/tgfb3/sp7/myoc/bmp1a/pthlha/entpd5a/adgrg6/ptch2/gdf10b/megf6b/megf6a/rflnb/npr2",21
"GO:0019646","GO:0019646","aerobic electron transport chain","15/800","58/17744",0.258620689655172,5.73620689655172,7.85019420230417,2.7527547121721e-08,3.29565911373938e-06,2.99744401992073e-06,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/cox6c/cycsb/cox7a2a/cox7a2l/uqcrh/cox8a/cox5ab/uqcr10",15
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","15/800","58/17744",0.258620689655172,5.73620689655172,7.85019420230417,2.7527547121721e-08,3.29565911373938e-06,2.99744401992073e-06,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/cox6c/cycsb/cox7a2a/cox7a2l/uqcrh/cox8a/cox5ab/uqcr10",15
"GO:0006119","GO:0006119","oxidative phosphorylation","17/800","76/17744",0.223684210526316,4.96131578947368,7.51974501123304,3.47663865202205e-08,3.94324015531974e-06,3.58642724103327e-06,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/atp5mf/cox6c/cycsb/cox7a2a/cox7a2l/uqcrh/atp5if1a/cox8a/cox5ab/uqcr10",17
"GO:0033334","GO:0033334","fin morphogenesis","16/800","68/17744",0.235294117647059,5.21882352941176,7.57363494229342,4.09100152597836e-08,4.40805414424168e-06,4.00918149545879e-06,"col2a1b/col1a1a/hmcn1/cdh2/gja1b/mmp9/fras1/lama5/plod1a/furina/frem1a/megf6b/frem2a/megf6a/hmcn2/col22a1",16
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","15/800","61/17744",0.245901639344262,5.45409836065574,7.57176795087946,5.75144586635835e-08,5.90207897238202e-06,5.36801614193446e-06,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/cox6c/cycsb/cox7a2a/cox7a2l/uqcrh/cox8a/cox5ab/uqcr10",15
"GO:0035107","GO:0035107","appendage morphogenesis","16/800","71/17744",0.225352112676056,4.99830985915493,7.3350154315465,7.85172059456216e-08,7.69111721876429e-06,6.99516925697356e-06,"col2a1b/col1a1a/hmcn1/cdh2/gja1b/mmp9/fras1/lama5/plod1a/furina/frem1a/megf6b/frem2a/megf6a/hmcn2/col22a1",16
"GO:0007409","GO:0007409","axonogenesis","43/800","396/17744",0.108585858585859,2.40843434343434,6.15899768752725,9.19070065766148e-08,8.61128692054804e-06,7.83207534305066e-06,"sema6cb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/emx3/rbm7/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/si:ch211-159i8.4/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",43
"GO:0010466","GO:0010466","negative regulation of peptidase activity","16/800","74/17744",0.216216216216216,4.79567567567568,7.10947006993599,1.45327239238943e-07,1.27133037248023e-05,1.1562911972442e-05,"c4/serpinh1b/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",16
"GO:0031101","GO:0031101","fin regeneration","18/800","93/17744",0.193548387096774,4.29290322580645,6.91809199311792,1.47486122097474e-07,1.27133037248023e-05,1.1562911972442e-05,"lrp5/fgfr1a/col1a1a/inhbaa/sema3d/serpinh1b/anxa1a/igf2b/plcg1/gja1b/mmp9/col10a1a/kdm6bb/hspa8/nid2a/il1b/lamb1a/col22a1",18
"GO:0061564","GO:0061564","axon development","46/800","447/17744",0.102908277404922,2.28250559284116,5.96730429828396,1.6180234344889e-07,1.34109250050907e-05,1.2197407429224e-05,"sema6cb/gpm6bb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/col12a1b/emx3/rbm7/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/si:ch211-159i8.4/col12a1a/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",46
"GO:0085029","GO:0085029","extracellular matrix assembly","10/800","28/17744",0.357142857142857,7.92142857142857,7.96420572090607,2.05447992600383e-07,1.6397793483475e-05,1.49140024258056e-05,"mmp14a/col14a1a/mmp14b/lamb4/fbln5/si:dkey-202e22.2/mfap4.1/mfap4.7/mfap4.6/lamb1a",10
"GO:0022900","GO:0022900","electron transport chain","16/800","76/17744",0.210526315789474,4.66947368421053,6.965742671669,2.1505827255202e-07,1.65518063339144e-05,1.50540790786414e-05,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/cox6c/cycsb/ndufs4/cox7a2a/cox7a2l/uqcrh/cox8a/cox5ab/uqcr10",16
"GO:0052547","GO:0052547","regulation of peptidase activity","16/800","77/17744",0.207792207792208,4.60883116883117,6.89574306744845,2.60249515087541e-07,1.93392312073673e-05,1.75892775714338e-05,"c4/serpinh1b/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",16
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","16/800","78/17744",0.205128205128205,4.54974358974359,6.8269342513145,3.13883507910863e-07,2.2547298651597e-05,2.05070558501764e-05,"c4/serpinh1b/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",16
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation","44/800","431/17744",0.102088167053364,2.26431554524362,5.77375693294377,3.76612919648859e-07,2.61806723175255e-05,2.38116555648956e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/emx3/rbm7/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/cldn3c/si:ch211-159i8.4/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",44
"GO:0022904","GO:0022904","respiratory electron transport chain","15/800","70/17744",0.214285714285714,4.75285714285714,6.83587599437339,4.02742893032805e-07,2.7122216702678e-05,2.46680021982593e-05,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/cox6c/cycsb/cox7a2a/cox7a2l/uqcrh/cox8a/cox5ab/uqcr10",15
"GO:0048812","GO:0048812","neuron projection morphogenesis","45/800","450/17744",0.1,2.218,5.68664825832772,4.97150197663052e-07,3.24654144231478e-05,2.95277087096843e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/emx3/rbm7/tnn/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/llph/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/si:ch211-159i8.4/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",45
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis","45/800","452/17744",0.0995575221238938,2.20818584070796,5.6536757097239,5.6275095018854e-07,3.56684793428325e-05,3.24409371285158e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/emx3/rbm7/tnn/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/llph/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/si:ch211-159i8.4/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",45
"GO:0007411","GO:0007411","axon guidance","30/800","244/17744",0.122950819672131,2.72704918032787,5.90243403500437,6.16704062771994e-07,3.6916590424268e-05,3.3576110084253e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/nop56/sema3d/mmp2/cdh2/npr1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/ptch2/lhx9/sema5a/si:dkey-202e22.2/sema5ba/lamc3/lamb1a/gli1/lama1/plxna1a",30
"GO:0097485","GO:0097485","neuron projection guidance","30/800","244/17744",0.122950819672131,2.72704918032787,5.90243403500437,6.16704062771994e-07,3.6916590424268e-05,3.3576110084253e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/nop56/sema3d/mmp2/cdh2/npr1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/ptch2/lhx9/sema5a/si:dkey-202e22.2/sema5ba/lamc3/lamb1a/gli1/lama1/plxna1a",30
"GO:0048858","GO:0048858","cell projection morphogenesis","45/800","456/17744",0.0986842105263158,2.18881578947368,5.58824138667535,7.18960535024881e-07,4.12756216093717e-05,3.75407045727929e-05,"sema6cb/mmp14a/dpysl3/robo3/plxna3/chchd10/nop56/sema3d/mmp2/cdh2/npr1b/emx3/rbm7/tnn/tiam1b/plxnb3/unc5b/lamc1/nrp2b/lamb4/si:dkey-49n23.1/disp1/col4a6/col4a5/pbx4/aplp2/ptch2/ret/llph/appb/lhx9/sema5a/map1b/si:dkey-202e22.2/col6a2/sema5ba/exosc8/si:ch211-159i8.4/agrn/col6a4a/lamc3/lamb1a/gli1/lama1/plxna1a",45
"GO:0009060","GO:0009060","aerobic respiration","18/800","103/17744",0.174757281553398,3.87611650485437,6.36083360809028,7.27829986615372e-07,4.12756216093717e-05,3.75407045727929e-05,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/atp5mf/cox6c/cycsb/suclg1/cox7a2a/cox7a2l/uqcrh/atp5if1a/cox8a/cox5ab/uqcr10",18
"GO:0045861","GO:0045861","negative regulation of proteolysis","16/800","85/17744",0.188235294117647,4.17505882352941,6.37571262545809,1.06895353866225e-06,5.90665352773628e-05,5.37217675840516e-05,"c4/serpinh1b/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",16
"GO:0043086","GO:0043086","negative regulation of catalytic activity","17/800","96/17744",0.177083333333333,3.92770833333333,6.24980153326924,1.21639659543942e-06,6.5533366579299e-05,5.96034331765318e-05,"c4/serpinh1b/adgrv1/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",17
"GO:0030162","GO:0030162","regulation of proteolysis","21/800","141/17744",0.148936170212766,3.30340425531915,5.96673740503052,1.38961985908068e-06,7.29585867116956e-05,6.63567656403357e-05,"adam8a/c4/serpinh1b/gsk3bb/kazald3/appb/serpine1/adam8b/timp2a/serpinf1/sh3rf1/aurkaip1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",21
"GO:0048589","GO:0048589","developmental growth","39/800","379/17744",0.102902374670185,2.2823746701847,5.48337175528729,1.42193069229291e-06,7.29585867116956e-05,6.63567656403357e-05,"robo3/lrp5/plxna3/fgfr1a/dcn/col1a1a/inhbaa/sema3d/cdh2/fn1a/serpinh1b/tnn/anxa1a/igfbp2b/igf2b/mdka/plcg1/gja1b/mmp9/col4a6/col4a5/col10a1a/ret/llph/appb/kdm6bb/sema5a/tax1bp3/sema5ba/hapln1b/hspa8/hbegfa/nid2a/prdm16/il1b/lamb1a/col22a1/ndrg4/npr2",39
"GO:0040007","GO:0040007","growth","40/800","401/17744",0.0997506234413965,2.21246882793017,5.3361890157548,2.2805648426809e-06,0.000114293424092496,0.000103951327712897,"robo3/lrp5/plxna3/fgfr1a/dcn/col1a1a/inhbaa/sema3d/cdh2/fn1a/serpinh1b/tnn/anxa1a/igfbp2b/igf2b/mdka/plcg1/gja1b/mmp9/col4a6/col4a5/kazald3/col10a1a/ret/llph/appb/kdm6bb/sema5a/tax1bp3/sema5ba/hapln1b/hspa8/hbegfa/nid2a/prdm16/il1b/lamb1a/col22a1/ndrg4/npr2",40
"GO:0044092","GO:0044092","negative regulation of molecular function","18/800","112/17744",0.160714285714286,3.56464285714286,5.91610218289142,2.56867992324629e-06,0.000125806937149904,0.000114423014762789,"c4/serpinh1b/adgrv1/kazald3/appb/serpine1/timp2a/atp5if1a/serpinf1/timp2b/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",18
"GO:0042246","GO:0042246","tissue regeneration","22/800","159/17744",0.138364779874214,3.06893081761006,5.69408430474625,2.76709505719904e-06,0.000132513107739199,0.000120522362491336,"lrp5/fgfr1a/col1a1a/inhbaa/sema3d/cdh2/serpinh1b/anxa1a/igf2b/mdka/plcg1/gja1b/mmp9/col10a1a/kdm6bb/hapln1b/hspa8/hbegfa/nid2a/il1b/lamb1a/col22a1",22
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","9/800","29/17744",0.310344827586207,6.88344827586207,6.88986811417151,3.26403216820505e-06,0.000152912811358302,0.000139076153253954,"wdr12/rrs1/gnl3/eif6/abt1/eri1/exosc8/kri1/mphosph6",9
"GO:0048705","GO:0048705","skeletal system morphogenesis","28/800","238/17744",0.117647058823529,2.60941176470588,5.43141186306487,3.47729744440019e-06,0.000159437787078349,0.000145010701936689,"mmp14a/lrp5/plxna3/mmp14b/zic2a/sema3d/cdh2/sp7/fn1a/pthlha/bcl9/polr1d/polr1c/gja1b/mmp9/disp1/sec24d/pbx4/fras1/mecom/ednrab/furina/vgll4l/prdm16/itga8/dlx2a/rflnb/tln1",28
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","13/800","64/17744",0.203125,4.5053125,6.10416334421487,4.49362511509326e-06,0.000201745044229708,0.000183489692199641,"utp15/rrs1/tsr2/rps9/npm1a/snu13b/zgc:86811/rps7/abt1/ngdn/kri1/mrps7/imp3",13
"GO:0035141","GO:0035141","medial fin morphogenesis","7/800","17/17744",0.411764705882353,9.13294117647059,7.28962215332202,4.82394229514137e-06,0.000212155013184279,0.000192957691805655,"cdh2/gja1b/lama5/megf6b/megf6a/hmcn2/col22a1",7
"GO:0045333","GO:0045333","cellular respiration","18/800","120/17744",0.15,3.327,5.55757474881674,7.01780401357526e-06,0.000302467352985094,0.00027509791733215,"uqcrb/ndufv2/ndufa10/uqcrq/sdhdb/ndufa7/ndufb6/atp5mf/cox6c/cycsb/suclg1/cox7a2a/cox7a2l/uqcrh/atp5if1a/cox8a/cox5ab/uqcr10",18
"GO:0051336","GO:0051336","regulation of hydrolase activity","18/800","125/17744",0.144,3.19392,5.34854574203341,1.25345266008083e-05,0.000529645192641999,0.000481719061521261,"c4/serpinh1b/tiam1b/kazald3/appb/serpine1/timp2a/serpinf1/timp2b/bcr/reck/spink2.3/spink2.9/spink2.4/spink2.5/spink2.7/spink2.11/spink2.2",18
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","7/800","20/17744",0.35,7.763,6.575428549594,1.70730071139797e-05,0.000707544814050504,0.000643521037373081,"wdr12/rrs1/gnl3/abt1/eri1/exosc8/kri1",7
"GO:0048863","GO:0048863","stem cell differentiation","28/800","263/17744",0.106463878326996,2.36136882129278,4.83304775279137,2.30288252874604e-05,0.000936360726310888,0.000851632029498534,"sema6cb/ak2/lrp5/sema3gb/osr1/zic2a/ptch1/sema3d/cdh2/tgfb3/fn1a/jag1a/tph1b/col18a1a/plcg1/nrp2b/si:dkey-49n23.1/rps29/pbx4/ptch2/ret/sema5a/sema5ba/fgfr4/prdm16/dlx2a/tln1/cxcl8a",28
"GO:0022618","GO:0022618","protein-RNA complex assembly","17/800","119/17744",0.142857142857143,3.16857142857143,5.15742828566528,2.41219237450055e-05,0.000962643438342349,0.000875536491485385,"rpl38/mrto4/snrpd1/rpl5a/eif6/lsm4/snrpe/eif4h/abt1/rpf2/prmt7/eif2s2/naf1/snrpd3l/ptges3b/snrpg/mrps7",17
"GO:0031290","GO:0031290","retinal ganglion cell axon guidance","10/800","45/17744",0.222222222222222,4.92888888888889,5.73392736981428,2.48849731118967e-05,0.00097503849192977,0.000886809950896682,"mmp14a/sema3d/mmp2/lamc1/disp1/col4a5/ptch2/lamb1a/gli1/lama1",10
"GO:0030199","GO:0030199","collagen fibril organization","8/800","29/17744",0.275862068965517,6.11862068965517,5.99420948814687,3.03999428609026e-05,0.00116985494402223,0.00106399800013159,"loxa/col1a1a/serpinh1b/loxl4/mmp9/loxl2b/plod1a/p4ha1b",8
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","23/800","198/17744",0.116161616161616,2.57646464646465,4.84705911890397,3.11448451101408e-05,0.00117749370547989,0.00107094555115572,"mmp14a/lrp5/plxna3/zic2a/sema3d/fn1a/pthlha/bcl9/polr1d/polr1c/gja1b/disp1/sec24d/pbx4/fras1/mecom/ednrab/furina/vgll4l/prdm16/itga8/dlx2a/tln1",23
"GO:0033338","GO:0033338","medial fin development","7/800","22/17744",0.318181818181818,7.05727272727273,6.17707181924146,3.4703222322337e-05,0.00128940420870062,0.00117272958192725,"cdh2/gja1b/lama5/megf6b/megf6a/hmcn2/col22a1",7
"GO:0071826","GO:0071826","protein-RNA complex organization","17/800","123/17744",0.138211382113821,3.06552845528455,4.99481044034689,3.72546888025479e-05,0.00136074329439815,0.00123761339072871,"rpl38/mrto4/snrpd1/rpl5a/eif6/lsm4/snrpe/eif4h/abt1/rpf2/prmt7/eif2s2/naf1/snrpd3l/ptges3b/snrpg/mrps7",17
"GO:0031099","GO:0031099","regeneration","25/800","228/17744",0.109649122807018,2.43201754385965,4.72877708961418,3.81691601329856e-05,0.00137090900144307,0.00124685923101086,"lrp5/fgfr1a/col1a1a/inhbaa/sema3d/cdh2/col12a1b/serpinh1b/anxa1a/igf2b/mdka/plcg1/gja1b/mmp9/col10a1a/kdm6bb/hapln1b/hspa8/hbegfa/nid2a/col12a1a/il1b/igfbp1a/lamb1a/col22a1",25
"GO:0030574","GO:0030574","collagen catabolic process","6/800","16/17744",0.375,8.3175,6.36272860509759,4.47375812678915e-05,0.0015804834038083,0.00143746982434537,"mmp14a/mmp14b/mmp2/mmp11a/mmp9/mmp15a",6
