"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSDARG00000000229",58.6576185588332,-0.596782571033727,0.554738997919054,-1.07578982777917,0.282021262626466,0.527362679810918,"USP49","ubiquitin specific peptidase 49 [Source:ZFIN;Acc:ZDB-GENE-050208-484]"
"ENSDARG00000000241",30.9114839289921,-0.789269944386242,0.678414444926007,-1.16340380174589,0.244665707798774,0.483615312348963,"SLC40A1","solute carrier family 40 member 1 [Source:ZFIN;Acc:ZDB-GENE-000511-8]"
"ENSDARG00000000349",3.96133770699441,-1.57028568610976,1.49745266928492,-1.04863794249979,0.294344785960642,0.540189753189631,"CFAP300","cilia and flagella associated protein 300 [Source:ZFIN;Acc:ZDB-GENE-040724-203]"
"ENSDARG00000000370",144.672197969785,3.44279119370428,0.537118522141259,6.40974208072244,1.45766022073555e-10,1.40174341882537e-08,"triob","trio Rho guanine nucleotide exchange factor b [Source:ZFIN;Acc:ZDB-GENE-030616-399]"
"ENSDARG00000000394",515.38514321707,0.0927832165484558,0.385186420812353,0.24087873179116,0.809649106435411,0.913990953560226,"matr3l1.2","matrin 3-like 1.2 [Source:ZFIN;Acc:ZDB-GENE-090505-1]"
"ENSDARG00000000423",84.3848933992842,-0.0975713630378597,0.476503633367305,-0.204765202624695,0.837755575201886,0.926347635086572,"si:ch73-314g15.3","si:ch73-314g15.3 [Source:ZFIN;Acc:ZDB-GENE-030616-19]"
"ENSDARG00000000442",88.8913125831628,0.865543430007908,0.536048010482951,1.61467520274555,0.106381050273994,0.289349879864259,"SLC39A13","solute carrier family 39 member 13 [Source:ZFIN;Acc:ZDB-GENE-030616-17]"
"ENSDARG00000000460",11.1463982796466,-3.47759111199186,1.08302777043909,-3.21098978891553,0.00132278635008852,0.0133400539764228,"nitr2b","novel immune-type receptor 2b [Source:ZFIN;Acc:ZDB-GENE-001106-6]"
"ENSDARG00000000476",17.8318614524261,0.348070158892715,0.755513797586859,0.460706554935813,0.64500915153684,0.818611787735851,"PMS1","PMS1 homolog 1, mismatch repair system component [Source:ZFIN;Acc:ZDB-GENE-030616-528]"
"ENSDARG00000000489",40.4535657911445,-0.067953677491057,0.555361530669605,-0.12235935285097,0.902614428289485,0.957110671790694,"UPF3B","UPF3B regulator of nonsense mediated mRNA decay [Source:ZFIN;Acc:ZDB-GENE-040426-1630]"
"ENSDARG00000000503",1.62671968410331,-1.50465393785361,2.19641235083481,-0.685050754373025,0.493311894060798,NA,"STX1B","syntaxin 1B [Source:ZFIN;Acc:ZDB-GENE-000330-4]"
"ENSDARG00000000529",20.7841264964128,0.399935421838396,0.735160761636915,0.544010837776348,0.586434014935287,0.782218438151764,"OFD1","OFD1 centriole and centriolar satellite protein [Source:ZFIN;Acc:ZDB-GENE-030131-5427]"
"ENSDARG00000000540",62.2959869576123,-0.368058680797273,0.522379445721268,-0.704581092943044,0.481070968111198,0.705420696101436,"ASNSD1","asparagine synthetase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030616-362]"
"ENSDARG00000000542",58.215306846462,1.49017386130431,0.602588950034272,2.47295251799681,0.0134001945481439,0.0711791800960566,"GTF2E1","general transcription factor IIE, polypeptide 1, alpha [Source:ZFIN;Acc:ZDB-GENE-041210-221]"
"ENSDARG00000000551",56.2815117228615,2.41950042269709,0.603595756361413,4.00847818626541,6.11112823710794e-05,0.00120222776319701,"SLC1A4","solute carrier family 1 member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-566]"
"ENSDARG00000000563",4.47519761129607,-0.212965612225849,1.35983866054734,-0.156610940992169,0.875551479290649,0.944796986855706,"TTN","titin, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030616-413]"
"ENSDARG00000000567",66.1708251108276,1.47405972789964,0.61583913416421,2.39357917697155,0.0166848797283743,0.0832118467896684,"ZNF281","zinc finger protein 281a [Source:ZFIN;Acc:ZDB-GENE-131126-34]"
"ENSDARG00000000568",94.9885650264818,0.167529841626699,0.473687319704721,0.353671788662468,0.723584867224193,0.866324808962098,"ELL","elongation factor RNA polymerase II [Source:ZFIN;Acc:ZDB-GENE-030131-3946]"
"ENSDARG00000000588",37.0097658847623,-0.88881973874109,0.594283345381656,-1.49561609903485,0.134753725423138,0.336225160923916,"tamalin","trafficking regulator and scaffold protein tamalin [Source:ZFIN;Acc:ZDB-GENE-060312-30]"
"ENSDARG00000000606",7.0246401369996,4.71110687444035,1.27823096537869,3.68564602332617,0.000228123238167754,0.00341821849498939,"DNAH6","dynein, axonemal, heavy chain 6 [Source:ZFIN;Acc:ZDB-GENE-030616-623]"
"ENSDARG00000000631",124.652012229047,0.282460049601446,0.474426278203545,0.59537184717298,0.551594939770882,0.758475367251756,"PTPN4","protein tyrosine phosphatase non-receptor type 4a [Source:ZFIN;Acc:ZDB-GENE-030616-449]"
"ENSDARG00000000651",4.35472291204971,0.381943227838295,1.3465743281707,0.283640657517331,0.776685775958439,0.897270155932292,"OSGEPL1","O-sialoglycoprotein endopeptidase-like 1 [Source:ZFIN;Acc:ZDB-GENE-030616-532]"
"ENSDARG00000000656",586.782416486357,-1.92575159177457,0.506056008641571,-3.80541196802298,0.000141568360186845,0.0023370731731408,"PSMB9","proteasome 20S subunit beta 9a [Source:ZFIN;Acc:ZDB-GENE-990415-140]"
"ENSDARG00000000666",84.6578703531623,-1.11222153840339,0.531306934519633,-2.09336913588182,0.0363162153809139,0.14265472522087,"creg2","cellular repressor of E1A-stimulated genes 2 [Source:ZFIN;Acc:ZDB-GENE-041114-173]"
"ENSDARG00000000690",80.8108287911355,-0.280608679739641,0.537368652670416,-0.52219026611466,0.601537862641499,0.791185359888491,"SYPL2","synaptophysin-like 2b [Source:ZFIN;Acc:ZDB-GENE-050417-309]"
"ENSDARG00000000729",62.7606159466518,1.17164701518849,0.565046649075313,2.07354032999906,0.0381220218459257,0.147801573131659,"DAXX","death-domain associated protein [Source:ZFIN;Acc:ZDB-GENE-010110-3]"
"ENSDARG00000000730",10.9807482141911,0.445198233120087,0.926137211660389,0.480704400508787,0.630726603152288,0.809652546668172,"slc6a22.1","solute carrier family 6 member 22, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030616-629]"
"ENSDARG00000000747",18.9614385663555,0.920439936865609,0.734592725480351,1.25299353633503,0.210208059022858,0.44254592925999,"lcmt2","leucine carboxyl methyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-110714-2]"
"ENSDARG00000000760",40.3867470523906,-0.901367959296837,0.590546488321559,-1.52632853995744,0.126928064397803,0.323319372297789,"ZNF511","zinc finger protein 511 [Source:ZFIN;Acc:ZDB-GENE-030616-621]"
"ENSDARG00000000767",118.500855140871,1.92570264068582,0.564306063397218,3.41251452995697,0.000643664954921271,0.0076846783424047,"SPI1","Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]"
"ENSDARG00000000779",159.114889314228,0.351409300514737,0.445128130783994,0.789456509737562,0.429845238882459,0.665996098220676,"SCFD1","sec1 family domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030116-3]"
"ENSDARG00000000796",166.362800469218,-3.09668011707356,0.63115858365203,-4.90634239521144,9.27904845227561e-07,3.45227684277265e-05,"NR4A1","nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]"
"ENSDARG00000000804",79.89780398829,-2.35148143139569,0.563659929932116,-4.17180875652966,3.02191223135084e-05,0.000670613006901792,"RASSF6","Ras association domain family member 6 [Source:ZFIN;Acc:ZDB-GENE-030616-513]"
"ENSDARG00000000830",22.2186035434646,-0.340875966348294,0.675770930027989,-0.504425318109164,0.613962530257131,0.799515828088215,"telo2","TEL2, telomere maintenance 2, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-061103-523]"
"ENSDARG00000000837",15.3368350477883,0.119751658156587,0.888794764932804,0.134734882428836,0.892821492456352,0.952061602390285,"SNX9","sorting nexin 9a [Source:ZFIN;Acc:ZDB-GENE-030616-66]"
"ENSDARG00000000853",68.5091288990846,0.05504670445237,0.505220033113542,0.108955902071284,0.913237467079136,0.962919021623156,"DSTYK","dual serine/threonine and tyrosine protein kinase [Source:ZFIN;Acc:ZDB-GENE-040826-2]"
"ENSDARG00000000857",252.145397518606,-1.28105197005413,0.497225354347669,-2.57640114055486,0.00998347494189916,0.0581840430259681,"MAPK14","mitogen-activated protein kinase 14a [Source:ZFIN;Acc:ZDB-GENE-010202-2]"
"ENSDARG00000000861",326.600721178532,1.51071192304902,0.577317277241051,2.61677933885607,0.00887637023967134,0.053312752040183,"SCRIB","scribble planar cell polarity protein [Source:ZFIN;Acc:ZDB-GENE-030616-572]"
"ENSDARG00000000906",33.5453457455512,-0.656607443752374,0.643820872275192,-1.01986044881086,0.30779464954765,0.554294949113748,"SKAP2","src kinase associated phosphoprotein 2 [Source:ZFIN;Acc:ZDB-GENE-030616-438]"
"ENSDARG00000000935",51.172559244715,0.0617380748512437,0.569159687412859,0.108472325459094,0.913621032046983,0.963001639180444,"UNK","unk zinc finger [Source:ZFIN;Acc:ZDB-GENE-040426-707]"
"ENSDARG00000000943",29.7773515555182,0.0984333353351646,0.628272483451222,0.156673000852196,0.87550256646246,0.944796986855706,"DZIP1","DAZ interacting zinc finger protein 1 [Source:ZFIN;Acc:ZDB-GENE-040526-1]"
"ENSDARG00000000966",527.059357611496,0.410663373142726,0.393174920549487,1.04448008171223,0.296263329915185,0.542071332901582,"NCOR2","nuclear receptor corepressor 2 [Source:ZFIN;Acc:ZDB-GENE-030616-81]"
"ENSDARG00000001014",436.972171605319,1.85657244583341,0.478020598815484,3.88387540293016,0.000102804604332347,0.0018164211114866,"MYH9","myosin, heavy chain 9b, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-998]"
"ENSDARG00000001015",225.98218580232,0.532501059868002,0.437454947138335,1.2172706317563,0.223501264305282,0.459483089864994,"ZNF384","zinc finger protein 384 a [Source:ZFIN;Acc:ZDB-GENE-030616-498]"
"ENSDARG00000001057",196.006180972024,0.155250483101286,0.479289715023415,0.323917827224191,0.746000246859476,0.879959269671765,"BYSL","bystin-like [Source:ZFIN;Acc:ZDB-GENE-040426-1287]"
"ENSDARG00000001129",167.425458352423,0.716796323387893,0.497351088808873,1.44122801682123,0.149520275729515,0.358844222029356,"DICER1","dicer 1, ribonuclease type III [Source:ZFIN;Acc:ZDB-GENE-030131-3445]"
"ENSDARG00000001154",4.5429677054634,-0.394154688464148,1.36465347892761,-0.288831336709658,0.772710450393545,0.895617368505935,"RIMBP2","RIMS binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-040724-96]"
"ENSDARG00000001162",204.808055666389,-0.26342542487077,0.4275596431218,-0.616113866471086,0.537819370853092,0.749141461507046,"matr3l1.1","matrin 3-like 1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-40]"
"ENSDARG00000001169",50.9218907261114,-1.18360589200495,0.652825624845913,-1.81305060181165,0.0698240170921666,0.221438647105415,"hsd17b8","hydroxysteroid (17-beta) dehydrogenase 8 [Source:ZFIN;Acc:ZDB-GENE-010110-1]"
"ENSDARG00000001210",125.245792250181,-0.794144078684129,0.515790899688412,-1.53966283461742,0.123642560535414,0.317759154735483,"arl14ep","ADP-ribosylation factor-like 14 effector protein [Source:ZFIN;Acc:ZDB-GENE-060825-216]"
"ENSDARG00000001220",344.961863149403,-0.255903673942926,0.392092491617379,-0.652661500574329,0.513974527611569,0.731316602272671,"MYCBP2","MYC binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030616-132]"
"ENSDARG00000001234",41.9601718005192,-0.195569964287551,0.578947152355364,-0.337802791657067,0.73551180599458,0.873123062957407,"map4k2","mitogen-activated protein kinase kinase kinase kinase 2 [Source:ZFIN;Acc:ZDB-GENE-030616-163]"
"ENSDARG00000001241",401.807987215382,1.41296883598151,0.402440742810223,3.51099847921665,0.000446426952334987,0.00575759830535303,"PUF60","poly-U binding splicing factor b [Source:ZFIN;Acc:ZDB-GENE-040625-116]"
"ENSDARG00000001244",523.821298813133,0.498845885855285,0.434984261203324,1.14681364441853,0.251458648814463,0.492011817464156,"srrm1","serine/arginine repetitive matrix 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2789]"
"ENSDARG00000001249",62.9344612779035,-1.31574694736802,0.628323179111845,-2.09406081314375,0.0362545633001744,0.142588092865784,"PCGF1","polycomb group ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-030616-605]"
"ENSDARG00000001259",25.3381195011021,-1.21620877547106,0.763904039633972,-1.59209627436164,0.11136307410164,0.298290316292339,"GAS2","growth arrest-specific 2a [Source:ZFIN;Acc:ZDB-GENE-091013-1]"
"ENSDARG00000001303",773.976636480783,-1.28567391803108,0.484629844603154,-2.65289876871671,0.00798038008236826,0.0491904478772387,"PSMB8","proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]"
"ENSDARG00000001313",11.5778597385597,3.53643541935792,1.05977662771315,3.33696302303728,0.000846992159978364,0.00945172354552901,"g2e3","G2/M-phase specific E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030616-400]"
"ENSDARG00000001414",64.6108663021569,-0.14547335156115,0.543265958319658,-0.26777556983527,0.788872076652205,0.903342712449603,"mctp2a","multiple C2 domains, transmembrane 2a [Source:ZFIN;Acc:ZDB-GENE-040724-63]"
"ENSDARG00000001431",8.81808082812547,0.410025267250307,0.957663088404665,0.428151896230388,0.668540535690019,0.833623190263432,"actn3b","actinin alpha 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2040]"
"ENSDARG00000001442",61.7438748272611,0.311603045821143,0.529972008313897,0.587961328019014,0.556558250396336,0.762559334356487,"inppl1b","inositol polyphosphate phosphatase-like 1b [Source:ZFIN;Acc:ZDB-GENE-030616-75]"
"ENSDARG00000001447",23.7229475524825,0.206164100981124,0.670810973129952,0.307335612026706,0.758587931997117,0.887827541217961,"MIER1","mesoderm induction early response 1b, transcriptional regulator [Source:ZFIN;Acc:ZDB-GENE-070705-170]"
"ENSDARG00000001452",482.255305373595,5.25608937130202,0.453023918203046,11.6022337013699,4.01460858180423e-31,5.04636298732791e-28,"adam8a","ADAM metallopeptidase domain 8a [Source:ZFIN;Acc:ZDB-GENE-030616-622]"
"ENSDARG00000001463",1.47369417856519,-1.40154273097451,2.22026894711985,-0.631249080338942,0.527877675167645,NA,"tdh2","L-threonine dehydrogenase 2 [Source:ZFIN;Acc:ZDB-GENE-070620-14]"
"ENSDARG00000001470",235.023282640213,-1.70372893032661,0.441789885612087,-3.85642357557857,0.000115058047650197,0.00197926835048697,"mhc1zea","major histocompatibility complex class I ZEA [Source:ZFIN;Acc:ZDB-GENE-070705-176]"
"ENSDARG00000001498",9.33429149561887,-0.75468670548479,0.939626821645609,-0.803177057209876,0.421872404250222,0.659393424815295,"skap1","src kinase associated phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-090721-1]"
"ENSDARG00000001549",70.3950496812361,1.5610204743332,0.686344366227863,2.27439832122837,0.0229420482988632,0.104297123731179,"SP3","sp3a transcription factor [Source:ZFIN;Acc:ZDB-GENE-070410-111]"
"ENSDARG00000001557",87.3953196221589,-0.118908681404164,0.493355669101975,-0.24102019871507,0.809539461612328,0.913990953560226,"tomm34","translocase of outer mitochondrial membrane 34 [Source:ZFIN;Acc:ZDB-GENE-030131-2081]"
"ENSDARG00000001558",67.0213415904065,4.06977828564229,0.57540498334931,7.07289370688619,1.517357158837e-12,2.24390346900954e-10,"kifc1","kinesin family member C1 [Source:ZFIN;Acc:ZDB-GENE-000208-21]"
"ENSDARG00000001559",9.07810580885377,-3.62275157185846,1.26463268533575,-2.864667040372,0.00417447919728349,0.0307117411846968,"csmd2","CUB and Sushi multiple domains 2 [Source:ZFIN;Acc:ZDB-GENE-030616-39]"
"ENSDARG00000001578",192.317757858464,-1.29631765099275,0.480993892810476,-2.69508131053034,0.00703714561787712,0.0449019900592464,"ECHS1","enoyl CoA hydratase, short chain, 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030616-617]"
"ENSDARG00000001621",64.2107533746986,-1.16208024108463,0.52897925998014,-2.19683516727717,0.028032220474845,0.11984524684371,"NFYA","nuclear transcription factor Y, alpha, like [Source:ZFIN;Acc:ZDB-GENE-040718-491]"
"ENSDARG00000001634",230.998526295527,0.0966410704894333,0.40413208259722,0.239132389263317,0.811002927225539,0.914985808267498,"KIRREL1","kirre like nephrin family adhesion molecule 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2126]"
"ENSDARG00000001656",284.292443257691,-1.737431554404,0.499085459442366,-3.48123056188664,0.000499115656248717,0.00629186054345625,"psmb13a","proteasome 20S subunit beta 13a [Source:ZFIN;Acc:ZDB-GENE-001208-2]"
"ENSDARG00000001676",139.733384086038,-0.206229233211754,0.433650259035026,-0.475565801968302,0.634383743791414,0.811800837932032,"GPM6B","glycoprotein M6Bb [Source:ZFIN;Acc:ZDB-GENE-030710-10]"
"ENSDARG00000001686",3.67544737525701,-0.579735470682318,1.80186559039533,-0.321741795710257,0.74764831163859,NA,"uckl1a","uridine-cytidine kinase 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-040724-238]"
"ENSDARG00000001710",15.827886167909,0.0452095091882334,0.879683905088947,0.0513929025263479,0.959012440264761,0.98292120618081,"FLOT1","flotillin 1a [Source:ZFIN;Acc:ZDB-GENE-020430-1]"
"ENSDARG00000001712",16.3671481655191,0.663973984583006,0.759477829396985,0.874250648119896,0.381981769215861,0.625682780686057,"KCNMB2","S100 calcium binding protein P [Source:ZFIN;Acc:ZDB-GENE-141216-101]"
"ENSDARG00000001729",317.773253627756,0.37643819065886,0.393172676137384,0.957437313185321,0.338346572625349,0.585962696998482,"STRN3","striatin, calmodulin binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-030616-405]"
"ENSDARG00000001733",90.2475523404502,-1.08638333786801,0.508520847225158,-2.13635949007021,0.0326501233178371,0.133219770495548,"GULP1","GULP PTB domain containing engulfment adaptor 1a [Source:ZFIN;Acc:ZDB-GENE-030616-21]"
"ENSDARG00000001734",55.859660901967,-0.123075264093323,0.541067518015837,-0.227467478633083,0.820060254745874,0.91837981182499,"FKBP8","FKBP prolyl isomerase 8 [Source:ZFIN;Acc:ZDB-GENE-040426-1849]"
"ENSDARG00000001754",95.9770958300163,0.106186459631129,0.465692664564502,0.228018321333085,0.81963199730652,0.918250820511849,"NOC2L","NOC2-like nucleolar associated transcriptional repressor [Source:ZFIN;Acc:ZDB-GENE-000607-75]"
"ENSDARG00000001760",6.06216628947574,-1.3135957746091,1.24086442994941,-1.05861344954715,0.289775859150784,0.535097121651153,"tnxba","tenascin XBa [Source:ZFIN;Acc:ZDB-GENE-070103-5]"
"ENSDARG00000001767",27.8129791610137,0.692558902458025,0.727976422876602,0.951347984212697,0.341427756001491,0.588947819066285,"SLC29A2","solute carrier family 29 member 2 [Source:ZFIN;Acc:ZDB-GENE-050220-15]"
"ENSDARG00000001769",126.70286953642,1.2844584515374,0.572579106381953,2.24328557787188,0.0248784047872605,0.110697893159598,"PTPRA","protein tyrosine phosphatase receptor type A [Source:ZFIN;Acc:ZDB-GENE-020107-1]"
"ENSDARG00000001776",57.2942776071774,0.947621147682828,0.617444813729559,1.53474630705682,0.124846156333672,0.319755881117736,"STIM2","stromal interaction molecule 2b [Source:ZFIN;Acc:ZDB-GENE-120404-3]"
"ENSDARG00000001777",166.715647788441,2.21309610126927,0.473336228494986,4.67552654548754,2.93200345752138e-06,9.28010734630599e-05,"NUP155","nucleoporin 155 [Source:ZFIN;Acc:ZDB-GENE-040426-711]"
"ENSDARG00000001781",4.88107913956932,-0.110031463934863,1.26951208876236,-0.0866722459036463,0.930932037937533,0.970973364870631,"TSPAN11","tetraspanin 11 [Source:ZFIN;Acc:ZDB-GENE-041210-93]"
"ENSDARG00000001782",41.2755502802029,-0.56713373944016,0.561100206164136,-1.01075304056163,0.31213464385615,0.559249181692173,"prkacba","protein kinase, cAMP-dependent, catalytic, beta a [Source:ZFIN;Acc:ZDB-GENE-040426-1351]"
"ENSDARG00000001785",4.67699497705611,0.331019462024017,1.26644150867193,0.261377615750406,0.793801317251148,0.905472928241011,"IRX2","iroquois homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1446]"
"ENSDARG00000001788",3694.98404916376,-1.52922338092688,0.496866117333305,-3.0777372969891,0.00208578699843619,0.0186892462314054,"ATP5PO","ATP synthase peripheral stalk subunit OSCP [Source:ZFIN;Acc:ZDB-GENE-050522-147]"
"ENSDARG00000001803",7.90951364916074,-1.22915515793807,1.05531111717426,-1.16473250204101,0.244127288369868,0.482876477546694,"kcnh6a","potassium voltage-gated channel, subfamily H (eag-related), member 6a [Source:ZFIN;Acc:ZDB-GENE-040702-5]"
"ENSDARG00000001804",32.9785678935449,-1.38420911920631,0.666421972897311,-2.07707605016139,0.0377945406589792,0.146920328366847,"zgc:112148","zgc:112148 [Source:ZFIN;Acc:ZDB-GENE-050417-235]"
"ENSDARG00000001807",195.740157304999,0.48423393168194,0.415694133517862,1.1648803594702,0.244067424680708,0.482823921482494,"TNFRSF21","tumor necrosis factor receptor superfamily, member 21 [Source:ZFIN;Acc:ZDB-GENE-030131-5971]"
"ENSDARG00000001817",18.9290767001923,0.300745271429861,0.804358266608685,0.373894673449252,0.708482679494511,0.856604479130498,"zmp:0000000521","zmp:0000000521 [Source:ZFIN;Acc:ZDB-GENE-130530-524]"
"ENSDARG00000001825",9.97795929963243,0.910176717845587,0.918414739192187,0.991030172976268,0.321670847120265,0.570009421772472,"CFAP43","cilia and flagella associated protein 43 [Source:ZFIN;Acc:ZDB-GENE-080815-3]"
"ENSDARG00000001829",74.5024332394203,-0.796143237053952,0.494323054849448,-1.61057274032349,0.107272879261477,0.290921271265752,"zgc:112982","zgc:112982 [Source:ZFIN;Acc:ZDB-GENE-050306-55]"
"ENSDARG00000001835",32.6579472389754,-0.135600422480891,0.613119294354779,-0.221164826697537,0.824964095347211,0.921247838935239,"NALCN","sodium leak channel, non-selective [Source:ZFIN;Acc:ZDB-GENE-050410-12]"
"ENSDARG00000001857",161.19252804899,1.42791667747603,0.593287564179041,2.4067867989984,0.0160935620315893,0.0810805910769849,"AFF4","AF4/FMR2 family, member 4 [Source:ZFIN;Acc:ZDB-GENE-100910-5]"
"ENSDARG00000001870",9.99555974348446,-2.65247891484927,1.08609444714942,-2.44221754545473,0.0145973473534516,0.075890990838112,"atp1a1a.4","ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-001212-4]"
"ENSDARG00000001873",325.702008516378,-0.456291758270896,0.41891639586122,-1.08921914438999,0.276057258545411,0.520691922388225,"PHGDH","phosphoglycerate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-030131-647]"
"ENSDARG00000001879",234.307814861783,0.627643813018295,0.467428729855497,1.34275831357719,0.179350245658469,0.401603972909752,"nav2b","neuron navigator 2b [Source:ZFIN;Acc:ZDB-GENE-061207-13]"
"ENSDARG00000001880",28.3515580227259,-0.206473428569279,0.660801720875444,-0.312458975281933,0.754691736351509,0.885463375979323,"STX3","syntaxin 3b [Source:ZFIN;Acc:ZDB-GENE-040426-1489]"
"ENSDARG00000001881",2.955843933499,-3.12263267704351,1.89935482174359,-1.6440491483192,0.100166050658914,NA,"CACNB3","calcium channel, voltage-dependent, beta 3a [Source:ZFIN;Acc:ZDB-GENE-060221-2]"
"ENSDARG00000001888",76.6424920037233,0.734015723450856,0.588835335233627,1.24655515647618,0.212560653126467,0.445367588250932,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent, 1Ba [Source:ZFIN;Acc:ZDB-GENE-991102-16]"
"ENSDARG00000001889",95.4324667621859,0.463374901520186,0.50953115604462,0.90941426451184,0.363131494994292,0.608131215345622,"TUBA1A","tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]"
"ENSDARG00000001890",206.790407497162,0.286089114712338,0.414876422328739,0.689576701193318,0.490460423309773,0.712985037681261,"STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B [Source:ZFIN;Acc:ZDB-GENE-030131-2638]"
"ENSDARG00000001891",3.86597489303549,-0.0310405905463727,1.45588402223827,-0.0213207852220612,0.982989763397439,NA,"syt14b","synaptotagmin XIVb [Source:ZFIN;Acc:ZDB-GENE-041014-36]"
