"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022900","GO:0022900","electron transport chain","28/2046","76/17744",0.368421052631579,3.19514328342851,6.92341161953586,8.62934757738862e-09,2.1989146599473e-06,1.92570703832251e-06,"ndufb8/uqcrb/sdha/cox4i2/uqcrq/cox4i1/ndufb6/cyc1/sdhc/ndufa5/ndufb9/ndufs8a/cox7a2a/cox7a2l/fdx1/ndufs6/mt-co1/mt-co2/mt-co3/mt-nd3/cox7a1/gba1/coa6/uqcc3/ndufc2/cox7c/cox7a2b/cox7b",28
"GO:0042246","GO:0042246","tissue regeneration","44/2046","159/17744",0.276729559748428,2.39994589842429,6.40151558138544,1.88582134430716e-08,4.40496435674414e-06,3.85766260958272e-06,"foxm1/mycb/fgf20a/tnfa/inhbaa/mta2/esco2/rbbp7/cdh2/bmpr2b/dspa/stat3/ccn1/anxa1a/igf1ra/fosab/igf2b/pho/mdka/cxcl12a/tubb5/plcg1/lgmn/ttk/cxcr4b/mmp9/aldh1a2/mustn1a/col10a1a/prdx5/apodb/bglap/apoda.1/agr1/dusp6/nid2a/pdgfba/cebpd/runx1/hapln1a/gap43/pdgfrb/lamb1a/hoxc13b",44
"GO:0009060","GO:0009060","aerobic respiration","33/2046","103/17744",0.320388349514563,2.77857813968055,6.53542960494005,2.37744819273638e-08,5.12614406480007e-06,4.48923820685121e-06,"atp5po/ndufb8/uqcrb/uqcc2/sdha/cox4i2/uqcrq/cox4i1/ndufb6/cyc1/sdhc/ndufb9/atp5if1b/mtfr1/ndufs8a/cox7a2a/cox7a2l/ndufs6/mt-co1/mt-co2/mt-co3/mt-nd3/cox7a1/ndufs7/coa6/uqcc3/atp5f1e/ndufc2/cs/ogdhb/cox7c/cox7a2b/cox7b",33
"GO:0006412","GO:0006412","translation","92/2046","452/17744",0.20353982300885,1.76520558136316,5.94934167718649,3.10053232405279e-08,6.20770864594285e-06,5.43642208999332e-06,"eif4a1b/cnot1/rpl28/eif4g1a/ell2/rpl12/rps15a/uqcc2/rpl19/rpl27/rpl5b/eif1ad/eif4a2/farsb/brf1a/rpl35/rpl5a/rps27.1/rpl10/rps21/rpp30/eif1axa/eif1b/rpl34/rpl18/rps19/qrsl1/rps27a/rpl37/rps28/rps13/rpl39/rps14/hbs1l/rps12/rps26/eif4e2/rps24/fibina/rps29/uba52/eif4ebp3l/rps7/srp9/rpl10a/zgc:171480/rpl11/faub/etf1b/rpl13a/eef1b2/rps16/cpeb1a/rps11/rpl23/rpl32/eif4ebp3/rps27.2/eif5a2/rpl36a/ago3a/mrpl32/nars1/ago3b/mrps14/mettl5/mrpl30/rpl22/rps15/mrps21/eif3f/rpl29/larp4aa/ascc3/dap1b/rpl35a/mrpl52/malsu1/eif4a1a/mrpl34/gspt1l/faua/eef2b/rps18/coa3a/rpl36/ago4/rplp2/eef1da/rpl26/rps17/zgc:171772",92
"GO:0019646","GO:0019646","aerobic electron transport chain","23/2046","58/17744",0.396551724137931,3.43910742575926,6.71698368483263,3.66510154191491e-08,6.71099751384094e-06,5.87717903835255e-06,"ndufb8/uqcrb/sdha/cox4i2/uqcrq/cox4i1/ndufb6/cyc1/sdhc/ndufb9/ndufs8a/cox7a2a/cox7a2l/ndufs6/mt-co1/mt-co3/mt-nd3/cox7a1/uqcc3/ndufc2/cox7c/cox7a2b/cox7b",23
"GO:0045333","GO:0045333","cellular respiration","36/2046","120/17744",0.3,2.60175953079179,6.35594128103737,3.83075134575295e-08,6.71099751384094e-06,5.87717903835255e-06,"atp5po/si:ch73-141c7.1/ndufb8/uqcrb/uqcc2/sdha/cox4i2/uqcrq/cox4i1/ndufb6/cyc1/sdhc/ndufa5/ndufb9/atp5if1b/mtfr1/ndufs8a/cox7a2a/cox7a2l/ndufs6/mt-co1/mt-co2/mt-co3/mt-nd3/cox7a1/ndufs7/gba1/coa6/uqcc3/atp5f1e/ndufc2/cs/ogdhb/cox7c/cox7a2b/cox7b",36
"GO:0031099","GO:0031099","regeneration","55/2046","228/17744",0.241228070175439,2.09205810224486,5.99155953688187,6.51906095492981e-08,1.07487810921578e-05,9.41328182470361e-06,"foxm1/mycb/fgf20a/tnfa/inhbaa/mta2/esco2/l1camb/rbbp7/cdh2/col12a1b/bmpr2b/tncb/dspa/stat3/ccn1/top2a/socs3a/anxa1a/igf1ra/fosab/dpysl2b/igf2b/pho/mdka/cxcl12a/smad5/tubb5/plcg1/lgmn/ttk/cxcr4b/mmp9/ccn2a/aldh1a2/mustn1a/epha4a/col10a1a/prdx5/apodb/bglap/apoda.1/agr1/dusp6/nid2a/col12a1a/pdgfba/cebpd/runx1/hapln1a/dusp2/gap43/pdgfrb/lamb1a/hoxc13b",55
"GO:0000018","GO:0000018","regulation of DNA recombination","17/2046","37/17744",0.459459459459459,3.98467675887031,6.56099717565902,1.72693943747926e-07,2.68922846847465e-05,2.35510103403604e-05,"parpbp/si:dkey-261m9.12/histh1l1/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/zgc:110425/actr2b/h1l1/si:dkey-108k21.10/zgc:153405/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",17
"GO:0006749","GO:0006749","glutathione metabolic process","15/2046","30/17744",0.5,4.33626588465298,6.60248069951068,2.29624070288893e-07,3.38755931063035e-05,2.96666665880165e-05,"gstt1b/gsto1/ggt1a/gstz1/gstm.2/gsto2/gstt1a/gstm.1/gstr/gstk1/chac1/si:ch73-236c18.3/gstm.3/gsta.1/gstp1.2",15
"GO:0001501","GO:0001501","skeletal system development","85/2046","427/17744",0.199063231850117,1.72638220232086,5.48513072325769,2.83153318242366e-07,3.96839375516676e-05,3.47533441126946e-05,"spi1b/b3gat3/prdm1a/itga5/plxna3/skib/cacna1c/nbas/vcanb/rnf2/col2a1b/plod2/col11a2/hcfc1b/dlx1a/sulf2b/wnt11/l1camb/ilvbl/dlx2b/cdh2/sparc/sec23b/sp7/fn1a/col1a2/stat3/col11a1a/alcama/ucmaa/bmp1a/xpr1b/mpi/edn1/egr1/marcksl1a/runx2a/mmp9/loxl2a/loxl2b/rbms3/sec24d/pbx4/gdf6a/aldh1a2/nog3/mustn1a/foxc1b/cmn/msmo1/hoxa9b/ltbp1/gfpt1/bglap/spns2/tinagl1/ece1/wwtr1/hoxc11a/kif5ba/chd7/mkxa/pappa2/hspg2/piezo1/aldh1l1/rerea/prdm16/nomo/chsy1/mgp/runx1/crispld2/hapln1a/hdac4/trrap/pdgfrb/fgf3/nrp1a/csf1ra/hmgcs1/grem2b/med12/sec23a/ric1",85
"GO:0140014","GO:0140014","mitotic nuclear division","31/2046","104/17744",0.298076923076923,2.58508158508159,5.85279318846977,3.8756385112992e-07,5.17305464151032e-05,4.53032030493721e-05,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/prc1b/kif18a/mcl1b/mcl1a/kif11/aurka/racgap1/nuf2/ankle2/aurkb/smc4/ttk/cdca8/cdca5/ccnb1/ncapg2/si:ch211-244o22.2/ska3/pmaip1/mki67/mzt1/btc/anapc11/mad2l1bp/epgn/ska2",31
"GO:0017004","GO:0017004","cytochrome complex assembly","13/2046","24/17744",0.541666666666667,4.69762137504073,6.54395613229378,4.47268312486699e-07,5.69860490863736e-05,4.99057274985159e-05,"uqcc2/uqcc6/cox17/coa4/lyrm7/coa6/stmp1/uqcc3/coa5/coa3b/pet100/coa3a/smim20",13
"GO:0098813","GO:0098813","nuclear chromosome segregation","30/2046","101/17744",0.297029702970297,2.57599953543741,5.73422504919162,6.45629509405945e-07,7.86825876028202e-05,6.89065453517009e-05,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/kif4/prc1b/kif18a/kif11/racgap1/top2a/trip13/nuf2/aurkb/smc4/ttk/cdca8/cdca5/ccnb1/cenpf/ncapg2/ska3/knl1/espl1/si:ch211-199g17.9/sgo2/si:dkey-25o16.4/mzt1/anapc11/ska2",30
"GO:0048863","GO:0048863","stem cell differentiation","58/2046","263/17744",0.220532319391635,1.91257354608268,5.38278200180742,7.5090460694368e-07,8.76994005526306e-05,7.68030501488009e-05,"dlc/nusap1/prdm1a/med13b/epas1a/gata2b/tnfa/rnf2/ythdf2/f11r.1/cdh2/fn1a/dld/tncb/alcama/jag1a/fosab/hif1ab/tgfbr2b/coro1ca/tph1b/sema3e/edn1/plcg1/nrp2b/fosl2/prickle1a/rps29/sema3ab/prickle1b/pbx4/sema4e/ap2a1/ptch2/sema3fb/foxc1b/psmd11a/jarid2b/masp1/mettl5/fgfr4/sema4ba/chd7/sema5bb/hspg2/aldh1l1/prdm16/hdac4/rgs2/cygb1/capzb/pdgfrb/fgf3/nrp1a/csf3a/hmgcs1/med12/rspo1",58
"GO:0045229","GO:0045229","external encapsulating structure organization","41/2046","163/17744",0.251533742331288,2.18143437142052,5.47048454527758,9.34905564104636e-07,0.000104821611847412,9.17978852838742e-05,"ccdc80/b3gat3/atp1a1a.1/itga5/adamts8a/scara3/col2a1b/plod2/mmp13a/mmp2/col1a2/col5a2b/loxl4/mmp11a/mpzl2b/p4ha1a/sulf1/mfap4.12/ier3ip1/mmp9/loxl2a/loxl2b/sec24d/col10a1a/dpt/ltbp1/adamts3/anln/wwtr1/tgfbi/runx1/hapln1a/reck/mfap4.7/mfap4.11/mfap4.6/lamb1a/col10a1b/mibp2/adamts1/postnb",41
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","42/2046","170/17744",0.247058823529412,2.14262549594618,5.4042724917151,1.15494713458403e-06,0.000124512185316886,0.000109041972382589,"atp5po/si:ch73-141c7.1/ndufb8/uqcrb/uqcc2/ppp1r3cb/sdha/cox4i2/uqcrq/cox4i1/ndufb6/cyc1/sdhc/ndufa5/ndufb9/atp5if1b/mtfr1/lepb/ndufs8a/cox7a2a/cox7a2l/ndufs6/gyg1b/mt-co1/mt-co2/mt-co3/mt-nd3/cox7a1/atg12/ppp1cab/ndufs7/gba1/coa6/uqcc3/atp5f1e/ppp1cc/ndufc2/cs/ogdhb/cox7c/cox7a2b/cox7b",42
"GO:0061448","GO:0061448","connective tissue development","50/2046","218/17744",0.229357798165138,1.98911279112522,5.30489558090834,1.28070284657296e-06,0.000132955928849778,0.00011643660967673,"b3gat3/prdm1a/itga5/skib/rnf2/col11a2/hcfc1b/dlx1a/sulf2b/l1camb/cdh2/sparc/sec23b/fn1a/col11a1a/alcama/mpi/scxa/edn1/arid5b/marcksl1a/runx2a/mmp9/loxl2a/loxl2b/rbms3/sec24d/nog3/mustn1a/foxc1b/msmo1/gfpt1/spns2/kif5ba/chd7/pappa2/rerea/prdm16/nomo/chsy1/mgp/runx1/crispld2/trrap/pdgfrb/fgf3/nrp1a/grem2b/sec23a/ric1",50
"GO:0097237","GO:0097237","cellular response to toxic substance","11/2046","19/17744",0.578947368421053,5.02093944538766,6.33075329780853,1.4569084277867e-06,0.000140817735278832,0.000123321613560747,"esd/adh8b/mb/sod2/sod1/prdx1/sod3b/adh5/adh8a/cygb1/park7",11
"GO:1990748","GO:1990748","cellular detoxification","11/2046","19/17744",0.578947368421053,5.02093944538766,6.33075329780853,1.4569084277867e-06,0.000140817735278832,0.000123321613560747,"esd/adh8b/mb/sod2/sod1/prdx1/sod3b/adh5/adh8a/cygb1/park7",11
"GO:0051216","GO:0051216","cartilage development","47/2046","203/17744",0.231527093596059,2.0079260746669,5.21427225766937,1.99588724092615e-06,0.000183083914302608,0.000160336364479292,"b3gat3/prdm1a/itga5/skib/rnf2/col11a2/hcfc1b/dlx1a/sulf2b/l1camb/cdh2/sparc/sec23b/fn1a/col11a1a/alcama/mpi/edn1/marcksl1a/runx2a/mmp9/loxl2a/loxl2b/rbms3/sec24d/nog3/mustn1a/foxc1b/msmo1/gfpt1/spns2/kif5ba/chd7/pappa2/rerea/prdm16/nomo/chsy1/mgp/runx1/crispld2/trrap/fgf3/nrp1a/grem2b/sec23a/ric1",47
"GO:0030198","GO:0030198","extracellular matrix organization","40/2046","162/17744",0.246913580246914,2.14136586896444,5.26856605485762,2.09014814758597e-06,0.000183083914302608,0.000160336364479292,"ccdc80/b3gat3/atp1a1a.1/itga5/adamts8a/scara3/col2a1b/plod2/mmp13a/mmp2/col1a2/col5a2b/loxl4/mmp11a/mpzl2b/p4ha1a/sulf1/mfap4.12/ier3ip1/mmp9/loxl2a/loxl2b/sec24d/col10a1a/dpt/ltbp1/adamts3/anln/tgfbi/runx1/hapln1a/reck/mfap4.7/mfap4.11/mfap4.6/lamb1a/col10a1b/mibp2/adamts1/postnb",40
"GO:0043062","GO:0043062","extracellular structure organization","40/2046","162/17744",0.246913580246914,2.14136586896444,5.26856605485762,2.09014814758597e-06,0.000183083914302608,0.000160336364479292,"ccdc80/b3gat3/atp1a1a.1/itga5/adamts8a/scara3/col2a1b/plod2/mmp13a/mmp2/col1a2/col5a2b/loxl4/mmp11a/mpzl2b/p4ha1a/sulf1/mfap4.12/ier3ip1/mmp9/loxl2a/loxl2b/sec24d/col10a1a/dpt/ltbp1/adamts3/anln/tgfbi/runx1/hapln1a/reck/mfap4.7/mfap4.11/mfap4.6/lamb1a/col10a1b/mibp2/adamts1/postnb",40
"GO:0065004","GO:0065004","protein-DNA complex assembly","25/2046","81/17744",0.308641975308642,2.67670733620554,5.46023982327133,2.50402142419046e-06,0.000212690062181996,0.000186264049799431,"brf1a/si:dkey-261m9.12/spty2d1/histh1l1/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/gtf2h5/chaf1b/zgc:110425/chaf1a/h1l1/si:dkey-108k21.10/zgc:163061/zgc:110216/zgc:153405/nap1l1/h1m/taf12/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",25
"GO:0051276","GO:0051276","chromosome organization","48/2046","211/17744",0.227488151658768,1.97289822240136,5.13244967531626,2.64452056248623e-06,0.000218017386372026,0.000190929472189408,"kifc1/nup155/nusap1/mad2l1/ncapd2/zgc:86764/prc1b/ppp2r1ba/kif18a/kif11/esco2/racgap1/top2a/trip13/ppp2r1bb/si:dkey-261m9.12/nuf2/histh1l1/ptges3a/aurkb/h1-0/smc4/ttk/cdca8/cdca5/si:ch211-113a14.24/si:ch211-113a14.18/ccnb1/h1-10/zgc:110425/ncapg2/ska3/h1l1/si:dkey-108k21.10/si:ch211-199g17.9/sgo2/mzt1/zgc:153405/ten1/anapc11/nop10/msh6/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12/ska2",48
"GO:0030334","GO:0030334","regulation of cell migration","51/2046","230/17744",0.221739130434783,1.92303965319393,5.08669598838987,2.8940616670348e-06,0.0002258219980822,0.00019776438760264,"adam8a/plxnb2a.1/anos1b/plxna3/fgf20a/robo4/churc1/arhgef39/rac3b/si:ch211-241e1.3/ccn1/llgl2/rab5c/dpysl2b/thy1/abl1/sema3e/cxcl12a/smad5/rac2/sulf1/plcg1/tnfrsf19/cxcr4b/sema3ab/fgf16/plvapb/srgap1b/sema4e/sema3fb/adam8b/plxna2/spns2/amotl2b/zgc:153759/zgc:153631/ccl25b/sema4ba/sema5bb/aldh1l1/tmsb4x/peak1/pdgfba/fgf18a/reck/fgf3/nrp1a/lama1/csf1ra/tmsb1/gnb1b",51
"GO:0007059","GO:0007059","chromosome segregation","41/2046","170/17744",0.241176470588235,2.09161060318556,5.16298750149551,2.9761494312706e-06,0.0002258219980822,0.00019776438760264,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/kif4/nek2/prc1b/csnk1db/ppp2r1ba/kif18a/kif11/racgap1/top2a/trip13/ppp2r1bb/nuf2/aurkb/smc4/ttk/cdca8/cdca5/ccnb1/cenpf/ncapg2/si:ch211-244o22.2/ska3/knl1/birc6/lzts2a/espl1/kif2c/si:ch211-199g17.9/mki67/sgo2/si:dkey-25o16.4/mzt1/incenp/anapc11/ciao2a/ska2",41
"GO:0051052","GO:0051052","regulation of DNA metabolic process","27/2046","92/17744",0.293478260869565,2.54519954099197,5.36445619563072,2.98088260044288e-06,0.0002258219980822,0.00019776438760264,"esco2/eya2/parpbp/si:dkey-261m9.12/histh1l1/gmnn/eya3/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/igfbp2a/h1-10/e2f8/zgc:110425/actr2b/h1l1/si:dkey-108k21.10/dbf4b/pdgfba/zgc:153405/ten1/si:ch211-127m7.2/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",27
"GO:0000280","GO:0000280","nuclear division","38/2046","154/17744",0.246753246753247,2.13997537164693,5.1294061490856,3.78442054462263e-06,0.000279150810173085,0.00024446727728698,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/prc1b/kif18a/mcl1b/mcl1a/kif11/aurka/wee2/racgap1/top2a/trip13/nuf2/ankle2/aurkb/smc4/ttk/cdca8/cdca5/msrb1b/ccnb1/ncapg2/si:ch211-244o22.2/ska3/espl1/si:ch211-199g17.9/pmaip1/mki67/sgo2/mzt1/btc/anapc11/mad2l1bp/epgn/ska2",38
"GO:0006979","GO:0006979","response to oxidative stress","24/2046","79/17744",0.30379746835443,2.63469319573852,5.25699008924262,5.37870367211205e-06,0.000386577086998207,0.000338546206838469,"ptgs2a/gpx1b/ptgs2b/mpx/msraa/mb/prdx3/ndufa6/romo1/txndc12/ndufa12/sod2/nfe2l2a/sod1/prdx5/apodb/prdx1/apoda.1/gpx4a/prdx4/keap1b/sod3b/cygb1/park7",24
"GO:0008283","GO:0008283","cell population proliferation","78/2046","412/17744",0.189320388349515,1.64188708253851,4.75912467706859,6.30334601336979e-06,0.00043901254518475,0.000384466738783948,"aplnra/zgc:153911/foxm1/mycb/fgf20a/ppdpfa/inhbaa/ythdf2/psmd10/tgfbr1a/cdh2/sp7/btg2/ism1/stat3/llgl2/crlf1a/socs3a/rab5c/tgfb2/melk/tmem127/igf2b/npr3/ankle2/cxcl12a/romo1/ptgir/il13ra2/lifrb/c5ar1/lgals9l3/fgf16/tgfbr1b/mmp9/jun/loxl2a/loxl2b/cops9/csf3r/cav2/il15/igfbp2a/tnmd/gdf6a/rtkn2/mustn1a/cdkn1bb/slco2b1/ecrg4a/ifi30a/cyp2r1/ago3a/tnfrsf9a/znrf3/ago3b/jund/zgc:153759/zgc:153631/mstnb/ccl25b/mif/stat1b/hspg2/f2rl1.2/prdm16/klf4/pdgfba/runx1/fgf18a/btc/fbn2b/pdgfrb/lamb1a/fgf3/csf3a/epgn/si:ch1073-443f11.2",78
"GO:0071824","GO:0071824","protein-DNA complex organization","25/2046","85/17744",0.294117647058824,2.55074463803117,5.17381477076499,6.56753952694659e-06,0.00043901254518475,0.000384466738783948,"brf1a/si:dkey-261m9.12/spty2d1/histh1l1/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/gtf2h5/chaf1b/zgc:110425/chaf1a/h1l1/si:dkey-108k21.10/zgc:163061/zgc:110216/zgc:153405/nap1l1/h1m/taf12/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",25
"GO:0048589","GO:0048589","developmental growth","73/2046","379/17744",0.192612137203166,1.67043487904838,4.763026413576,6.62657221589892e-06,0.00043901254518475,0.000384466738783948,"foxm1/cnot1/grna/dip2ba/robo3/itga5/plxna3/mycb/fgf20a/cacna1c/tnfa/inhbaa/mta2/esco2/l1camb/rbbp7/gemin2/cdh2/fn1a/bmpr2b/tncb/dspa/stat3/ccn1/tnn/grnb/anxa1a/igf1ra/fosab/igf2b/pho/npr3/mdka/cxcl12a/tubb5/plcg1/lgmn/ier3ip1/ttk/cxcr4b/mmp9/igfbp2a/aldh1a2/mustn1a/ap2a1/epha4a/col10a1a/prdx5/appb/apodb/bglap/tax1bp3/apoda.1/agr1/rpl22/dusp6/insrb/myo9ab/sema5bb/nid2a/plxnb1a/prdm16/pdgfba/cebpd/runx1/hapln1a/gap43/pdgfrb/lamb1a/nrp1a/ap1g1/arl3l1/hoxc13b",73
"GO:0098754","GO:0098754","detoxification","14/2046","33/17744",0.424242424242424,3.6792559021298,5.56152383853901,6.81018220797293e-06,0.00043901254518475,0.000384466738783948,"esd/abcb5/adh8b/mb/txndc12/sod2/sod1/prdx1/abcc4/sod3b/adh5/adh8a/cygb1/park7",14
"GO:0060485","GO:0060485","mesenchyme development","52/2046","243/17744",0.213991769547325,1.85585041976918,4.84968745743187,6.90863029057121e-06,0.00043901254518475,0.000384466738783948,"dlc/nusap1/prdm1a/med13b/gpr22a/rnf2/cdh2/fn1a/dld/mdkb/tncb/stat3/llgl2/alcama/tgfb2/hif1ab/coro1ca/sema3e/edn1/nrp2b/prickle1a/hsbp1b/sema3ab/klf2a/gadd45aa/loxl2a/loxl2b/prickle1b/pbx4/sema4e/aldh1a2/sema3fb/foxc1b/slc39a6/masp1/sema4ba/chd7/sema5bb/hspg2/aldh1l1/nomo/hdac4/rgs2/cygb1/capzb/pdgfrb/lamb1a/fgf3/nrp1a/hmgcs1/vcana/med12",52
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","21/2046","65/17744",0.323076923076923,2.80189487931423,5.25413781541763,7.04800732547761e-06,0.00043901254518475,0.000384466738783948,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/prc1b/kif18a/kif11/racgap1/nuf2/aurkb/smc4/ttk/cdca8/cdca5/ccnb1/ncapg2/ska3/mzt1/anapc11/ska2",21
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","10/2046","18/17744",0.555555555555556,4.81807320516998,5.85085465525599,7.4047243591665e-06,0.000445487246956868,0.000390136981017863,"hsp90b1/lygl1/zgc:153759/zgc:153631/h2ax1/zgc:162941/rnasel4/cd59a/hist1h2a1/si:dkey-108k21.15",10
"GO:0048285","GO:0048285","organelle fission","41/2046","176/17744",0.232954545454545,2.02030569625878,4.91099692714143,7.46981826863103e-06,0.000445487246956868,0.000390136981017863,"kifc1/nusap1/mad2l1/ncapd2/zgc:86764/prc1b/kif18a/mcl1b/mcl1a/kif11/aurka/wee2/racgap1/top2a/trip13/nuf2/coro1ca/ankle2/aurkb/smc4/ttk/cdca8/cdca5/msrb1b/mtfr1/ccnb1/ncapg2/si:ch211-244o22.2/ska3/espl1/si:ch211-199g17.9/pmaip1/mki67/sgo2/mzt1/btc/anapc11/mad2l1bp/epgn/ska2/fis1",41
