"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"dre04520","Cellular Processes","Cellular community - eukaryotes","dre04520","Adherens junction","11/447","149/12020",0.0738255033557047,1.98519586204826,2.37813778573614,0.0232306231958633,0.282645382697319,0.255319830581378,"321070/30705/373872/30265/567490/30523/497649/560446/100001221/565459/326719",11
"dre03060","Genetic Information Processing","Folding, sorting and degradation","dre03060","Protein export","4/447","30/12020",0.133333333333333,3.58538404175988,2.78638454252546,0.0240549261870059,0.282645382697319,0.255319830581378,"336867/406652/541342/394071",4
"dre00790","Metabolism","Metabolism of cofactors and vitamins","dre00790","Folate biosynthesis","4/447","33/12020",0.121212121212121,3.25944003796353,2.55427404396003,0.0329387602146062,0.32993283793978,0.298035635615628,"393982/415103/103911725/563836",4
"dre00430","Metabolism","Metabolism of other amino acids","dre00430","Taurine and hypotaurine metabolism","3/447","20/12020",0.15,4.03355704697987,2.66834201038659,0.0363929282656753,0.32993283793978,0.298035635615628,"393387/492476/101882295",3
"dre03018","Genetic Information Processing","Folding, sorting and degradation","dre03018","RNA degradation","7/447","85/12020",0.0823529411764706,2.21450190814581,2.20831694669833,0.0385841969504095,0.32993283793978,0.298035635615628,"393669/415167/100538016/445157/323016/563948/445224",7
"dre05100","Human Diseases","Infectious disease: bacterial","dre05100","Bacterial invasion of epithelial cells","8/447","105/12020",0.0761904761904762,2.04879088100565,2.12129701769092,0.0417190854774592,0.32993283793978,0.298035635615628,"394243/30265/100005469/393653/568309/100001221/556734/323818",8
"dre00100","Metabolism","Lipid metabolism","dre00100","Steroid biosynthesis","3/447","22/12020",0.136363636363636,3.66687004270897,2.46050197019048,0.0465653226412835,0.32993283793978,0.298035635615628,"436600/406662/563369",3
"dre00900","Metabolism","Metabolism of terpenoids and polyketides","dre00900","Terpenoid backbone biosynthesis","3/447","22/12020",0.136363636363636,3.66687004270897,2.46050197019048,0.0465653226412835,0.32993283793978,0.298035635615628,"436624/550349/552997",3
"dre03430","Genetic Information Processing","Replication and repair","dre03430","Mismatch repair","3/447","22/12020",0.136363636363636,3.66687004270897,2.46050197019048,0.0465653226412835,0.32993283793978,0.298035635615628,"393196/65226/550504",3
"dre04310","Environmental Information Processing","Signal transduction","dre04310","Wnt signaling pathway","14/447","230/12020",0.0608695652173913,1.63680575819473,1.91636817446875,0.0484636167428296,0.32993283793978,0.298035635615628,"321070/568518/30265/58023/564241/751108/30523/497649/557882/794221/447800/100001408/100538205/100537329",14
"dre04514","Environmental Information Processing","Signaling molecules and interaction","dre04514","Cell adhesion molecules","12/447","190/12020",0.0631578947368421,1.69833980925468,1.90684846129589,0.0514778760618377,0.32993283793978,0.298035635615628,"30291/394012/140820/568593/81587/541320/556734/100332721/100002610/100141346/266983/100330629",12
"dre03030","Genetic Information Processing","Replication and repair","dre03030","DNA replication","4/447","38/12020",0.105263157894737,2.8305663487578,2.22114835922142,0.0514788825154266,0.32993283793978,0.298035635615628,"393196/65226/550504/192333",4
"dre04115","Cellular Processes","Cell growth and death","dre04115","p53 signaling pathway","7/447","92/12020",0.0760869565217391,2.04600719774341,1.97929133789698,0.0551376665387768,0.338017868781197,0.305339022937849,"100147851/58081/415158/100136840/494479/100034507/80973",7
"dre03440","Genetic Information Processing","Replication and repair","dre03440","Homologous recombination","4/447","40/12020",0.1,2.68903803131991,2.10283873236336,0.060201251595981,0.353682353126388,0.31948909838218,"393196/322269/65226/550504",4
"dre00270","Metabolism","Amino acid metabolism","dre00270","Cysteine and methionine metabolism","5/447","59/12020",0.0847457627118644,2.27884578925416,1.93519793119381,0.0676854033279062,0.381745674769391,0.344839318007438,"553187/324079/393526/322055/30496",5
"dre03420","Genetic Information Processing","Replication and repair","dre03420","Nucleotide excision repair","5/447","60/12020",0.0833333333333333,2.24086502609993,1.89364921454556,0.0716979782704464,0.388823651389729,0.351233010960486,"393196/445170/554099/65226/550263",5
"dre04142","Cellular Processes","Transport and catabolism","dre04142","Lysosome","11/447","184/12020",0.0597826086956522,1.60757708394125,1.63219773561745,0.0821661943241722,0.429090125915121,0.387606608702723,"321461/108181664/393279/796031/565099/100333625/100005220/100005175/100005356/569153/100005129",11
"dre00510","Metabolism","Glycan biosynthesis and metabolism","dre00510","N-Glycan biosynthesis","5/447","65/12020",0.0769230769230769,2.06849079332301,1.69753065237344,0.0936555501600705,0.471622591877498,0.42602712666799,"407614/445202/751635/101882461/751643",5
"dre04110","Cellular Processes","Cell growth and death","dre04110","Cell cycle","11/447","192/12020",0.0572916666666667,1.5405947054437,1.48399246887059,0.102938631755716,0.500494726812276,0.452107965242892,"369195/335195/562460/336610/399487/100331892/557882/100034507/568795/80973/192333",11
"dre04623","Organismal Systems","Immune system","dre04623","Cytosolic DNA-sensing pathway","5/447","69/12020",0.072463768115942,1.94857828356515,1.55296101182605,0.113413578051208,0.51798024077464,0.467903017049134,"445170/445412/550263/393538/405770",5
"dre00640","Metabolism","Carbohydrate metabolism","dre00640","Propanoate metabolism","3/447","32/12020",0.09375,2.52097315436242,1.69312149491837,0.114742221953467,0.51798024077464,0.467903017049134,"436850/556236/30496",3
"dre00730","Metabolism","Metabolism of cofactors and vitamins","dre00730","Thiamine metabolism","2/447","16/12020",0.125,3.36129753914989,1.85743089534574,0.117555799324741,0.51798024077464,0.467903017049134,"321793/393982",2
"dre04350","Environmental Information Processing","Signal transduction","dre04350","TGF-beta signaling pathway","9/447","156/12020",0.0576923076923077,1.55136809499226,1.36223901582353,0.127505894524398,0.544797912967881,0.492128013953816,"64698/30072/369195/796607/560446/556634/100332721/266983/550399",9
"dre00020","Metabolism","Carbohydrate metabolism","dre00020","Citrate cycle (TCA cycle)","3/447","35/12020",0.0857142857142857,2.30488974113135,1.5193358040219,0.139887745128153,0.55881552744551,0.504790435393107,"445500/436850/553283",3
"dre03272",NA,NA,"dre03272","Virion - Hepatitis viruses","5/447","74/12020",0.0675675675675676,1.81691758872967,1.38531266285739,0.140655246518447,0.55881552744551,0.504790435393107,"406737/445280/321461/81587/336426",5
"dre01240","Metabolism","Global and overview maps","dre01240","Biosynthesis of cofactors","11/447","205/12020",0.0536585365853659,1.4428984558302,1.2569823693826,0.142676304879705,0.55881552744551,0.504790435393107,"321793/393982/445097/436597/322089/415208/494176/103911725/792506/563836/100384902",11
"dre00562","Metabolism","Carbohydrate metabolism","dre00562","Inositol phosphate metabolism","6/447","101/12020",0.0594059405940594,1.59744833543757,1.18496653387958,0.17371718619725,0.662003331184115,0.598002262585128,"368433/437018/393365/373867/404620/562569",6
"dre04070","Environmental Information Processing","Signal transduction","dre04070","Phosphatidylinositol signaling system","7/447","124/12020",0.0564516129032258,1.51800534026124,1.13948747126284,0.178945332990734,0.663981367149828,0.59978906625703,"368433/437018/393365/373867/404620/564478/562569",7
"dre00140","Metabolism","Lipid metabolism","dre00140","Steroid hormone biosynthesis","5/447","83/12020",0.0602409638554217,1.61990242850597,1.11372954193921,0.195879554979532,0.708179929541386,0.63971460600603,"334098/550398/394148/792506/100384902",5
"dre00310","Metabolism","Amino acid metabolism","dre00310","Lysine degradation","5/447","84/12020",0.0595238095238095,1.60061787578566,1.08560902284727,0.202435926814052,0.713586642019533,0.644598609065797,"100003546/556229/777635/497407/796720",5
"dre04270","Organismal Systems","Circulatory system","dre04270","Vascular smooth muscle contraction","9/447","178/12020",0.050561797752809,1.35962597089209,0.949977835777681,0.218272340478154,0.728965990989881,0.658491115414525,"321070/114550/556502/555911/100536902/322509/405866/570244/100331745",9
"dre01232","Metabolism","Global and overview maps","dre01232","Nucleotide metabolism","6/447","110/12020",0.0545454545454545,1.46674801708359,0.966468928004956,0.225696157707465,0.728965990989881,0.658491115414525,"321793/322089/415208/556849/393744/110438480",6
"dre04012","Environmental Information Processing","Signal transduction","dre04012","ErbB signaling pathway","6/447","111/12020",0.0540540540540541,1.45353407098374,0.943406170776117,0.231765424965901,0.728965990989881,0.658491115414525,"570636/407664/373867/557882/797938/323818",6
"dre04810","Cellular Processes","Cell motility","dre04810","Regulation of actin cytoskeleton","15/447","327/12020",0.0458715596330275,1.2335036840917,0.841336229984839,0.236968207833232,0.728965990989881,0.658491115414525,"572348/321070/436924/394243/30705/100005469/100330358/394012/568309/100001221/100000160/541320/556734/100141346/326719",15
"dre04910","Organismal Systems","Endocrine system","dre04910","Insulin signaling pathway","9/447","182/12020",0.0494505494505494,1.32974408142193,0.880924092865416,0.237021008125373,0.728965990989881,0.658491115414525,"368433/550549/393732/406596/557882/556236/323818/79380/794462",9
"dre00541","Metabolism","Glycan biosynthesis and metabolism","dre00541","Biosynthesis of various nucleotide sugars","2/447","25/12020",0.08,2.15123042505593,1.13239277433131,0.237818692095989,0.728965990989881,0.658491115414525,"445097/322780",2
"dre01250","Metabolism","Global and overview maps","dre01250","Biosynthesis of nucleotide sugars","3/447","46/12020",0.0652173913043478,1.75372045520864,1.00654812290635,0.243920931052522,0.731762793157565,0.66101752872016,"678540/445097/322780",3
"dre00240","Metabolism","Nucleotide metabolism","dre00240","Pyrimidine metabolism","4/447","70/12020",0.0571428571428571,1.53659316075423,0.884861201367222,0.262722910588429,0.771748549853511,0.697137547833332,"322089/556849/393744/110438480",4
"dre04010","Environmental Information Processing","Signal transduction","dre04010","MAPK signaling pathway","18/447","417/12020",0.0431654676258993,1.16073584085752,0.656539047038918,0.290418166692928,0.788233719822396,0.712028966767525,"327321/30705/326708/30689/114436/369195/555941/324215/550548/560446/30512/497407/558453/573376/100000160/563904/101886393/405770",18
"dre03460","Genetic Information Processing","Replication and repair","dre03460","Fanconi anemia pathway","3/447","51/12020",0.0588235294117647,1.58178707724701,0.818248424086321,0.294708131909678,0.788233719822396,0.712028966767525,"393196/65226/100332714",3
"dre04060","Environmental Information Processing","Signaling molecules and interaction","dre04060","Cytokine-cytokine receptor interaction","10/447","220/12020",0.0454545454545455,1.22229001423632,0.653966110335174,0.303094999223078,0.788233719822396,0.712028966767525,"30072/369195/368326/565104/564348/560446/678622/794493/405770/100002946",10
"dre03015","Genetic Information Processing","Translation","dre03015","mRNA surveillance pathway","5/447","99/12020",0.0505050505050505,1.35810001581814,0.703121772207637,0.307744525585806,0.788233719822396,0.712028966767525,"503767/562460/100005893/394111/393693",5
"dre04916","Organismal Systems","Endocrine system","dre04916","Melanogenesis","7/447","148/12020",0.0472972972972973,1.27184231211077,0.653959603261079,0.312521825790034,0.788233719822396,0.712028966767525,"30265/58023/338317/30523/497649/557882/560081",7
"dre00600","Metabolism","Lipid metabolism","dre00600","Sphingolipid metabolism","4/447","77/12020",0.051948051948052,1.39690287341294,0.686653822507315,0.321474582419307,0.788233719822396,0.712028966767525,"556193/555206/557286/568381",4
"dre00513","Metabolism","Glycan biosynthesis and metabolism","dre00513","Various types of N-glycan biosynthesis","3/447","54/12020",0.0555555555555556,1.49391001739995,0.714883326208317,0.32552184224407,0.788233719822396,0.712028966767525,"407614/101882461/751643",3
"dre04114","Cellular Processes","Cell growth and death","dre04114","Oocyte meiosis","7/447","151/12020",0.0463576158940397,1.24657392180393,0.59922993958164,0.330561012899879,0.788233719822396,0.712028966767525,"335195/562460/336610/399487/393956/568795/80973",7
"dre00220","Metabolism","Amino acid metabolism","dre00220","Arginine biosynthesis","2/447","32/12020",0.0625,1.68064876957494,0.757686655383582,0.335115233037842,0.788233719822396,0.712028966767525,"797748/336473",2
"dre00620","Metabolism","Carbohydrate metabolism","dre00620","Pyruvate metabolism","3/447","55/12020",0.0545454545454545,1.46674801708359,0.681824224896974,0.335801709639414,0.788233719822396,0.712028966767525,"556236/553283/30496",3
"dre04218","Cellular Processes","Cell growth and death","dre04218","Cellular senescence","9/447","202/12020",0.0445544554455446,1.19808625157818,0.55798558347454,0.337750200437864,0.788233719822396,0.712028966767525,"327321/369195/100331892/560446/100136840/100034507/777755/80973/100002946",9
"dre00860","Metabolism","Metabolism of cofactors and vitamins","dre00860","Porphyrin metabolism","4/447","79/12020",0.0506329113924051,1.36153824370628,0.633595950705524,0.338478575583353,0.788233719822396,0.712028966767525,"58108/792506/58016/100384902",4
"dre00470","Metabolism","Metabolism of other amino acids","dre00470","D-Amino acid metabolism","1/447","11/12020",0.0909090909090909,2.44458002847265,0.941996912053351,0.341008914249405,0.788233719822396,0.712028966767525,"797748",1
"dre04141","Genetic Information Processing","Folding, sorting and degradation","dre04141","Protein processing in endoplasmic reticulum","9/447","204/12020",0.0441176470588235,1.18634030793525,0.527535395061427,0.3482667468199,0.79202598873558,0.71545460721915,"553324/58081/324015/324005/553407/101882461/573376/751643/100000526",9
"dre04120","Genetic Information Processing","Folding, sorting and degradation","dre04120","Ubiquitin mediated proteolysis","7/447","159/12020",0.0440251572327044,1.18385322133581,0.458642298705759,0.379284105075562,0.84887394945483,0.766806628473568,"406606/406596/324015/564866/393933/568795/415162",7
"dre04217","Cellular Processes","Cell growth and death","dre04217","Necroptosis","8/447","189/12020",0.0423280423280423,1.13821715611425,0.376397803499949,0.405588180351144,0.86986115073179,0.785764831941371,"58108/58081/798901/794493/405770/336426/336473/393351",8
"dre00590","Metabolism","Lipid metabolism","dre00590","Arachidonic acid metabolism","3/447","62/12020",0.0483870967741935,1.30114743450963,0.467208451781547,0.40716904927871,0.86986115073179,0.785764831941371,"544666/393387/415227",3
"dre04216","Cellular Processes","Cell growth and death","dre04216","Ferroptosis","3/447","62/12020",0.0483870967741935,1.30114743450963,0.467208451781547,0.40716904927871,0.86986115073179,0.785764831941371,"58108/431716/436827",3
"dre01230","Metabolism","Global and overview maps","dre01230","Biosynthesis of amino acids","4/447","91/12020",0.043956043956044,1.18199473904172,0.342485716187785,0.440044978398788,0.919810871022867,0.830885519923605,"323107/322055/553283/336473",4
"dre04148","Cellular Processes","Transport and catabolism","dre04148","Efferocytosis","9/447","224/12020",0.0401785714285714,1.08041706615532,0.238764527002196,0.454677296454578,0.919810871022867,0.830885519923605,"327321/553187/393945/100534737/564571/114436/140814/568309/100330721",9
"dre00330","Metabolism","Amino acid metabolism","dre00330","Arginine and proline metabolism","3/447","67/12020",0.0447761194029851,1.20404687969548,0.329149994428894,0.456750667991529,0.919810871022867,0.830885519923605,"100003675/431716/436827",3
"dre00830","Metabolism","Metabolism of cofactors and vitamins","dre00830","Retinol metabolism","4/447","94/12020",0.0425531914893617,1.14427150268932,0.275970100787506,0.46485278908284,0.919810871022867,0.830885519923605,"436597/494176/792506/100384902",4
"dre03320","Organismal Systems","Endocrine system","dre03320","PPAR signaling pathway","4/447","94/12020",0.0425531914893617,1.14427150268932,0.275970100787506,0.46485278908284,0.919810871022867,0.830885519923605,"447944/171478/407736/394148",4
"dre04621","Organismal Systems","Immune system","dre04621","NOD-like receptor signaling pathway","7/447","175/12020",0.04,1.07561521252796,0.198027553258066,0.476785001758626,0.919810871022867,0.830885519923605,"393551/793153/336637/436734/563907/405770/100002946",7
"dre04814","Cellular Processes","Cell motility","dre04814","Motor proteins","10/447","256/12020",0.0390625,1.05040548098434,0.160208365859469,0.482754168519289,0.919810871022867,0.830885519923605,"569545/58004/394163/406437/559562/108190403/322509/373080/406297/326719",10
"dre00480","Metabolism","Metabolism of other amino acids","dre00480","Glutathione metabolism","3/447","70/12020",0.0428571428571429,1.15244487056568,0.251387011942921,0.485652532235934,0.919810871022867,0.830885519923605,"393387/393778/101882295",3
"dre04920","Organismal Systems","Endocrine system","dre04920","Adipocytokine signaling pathway","4/447","97/12020",0.0412371134020619,1.10888166239996,0.211598600405014,0.489261101607908,0.919810871022867,0.830885519923605,"406596/564348/556236/794462",4
"dre04145","Cellular Processes","Transport and catabolism","dre04145","Phagosome","7/447","180/12020",0.0388888888888889,1.04573701217997,0.121504718719815,0.50656767131218,0.923924472236744,0.834601426955178,"393945/571317/393551/252850/559502/373080/556734",7
"dre03273",NA,NA,"dre03273","Virion - Lassa virus and SFTS virus","1/447","19/12020",0.0526315789473684,1.4152831743789,0.356022438750883,0.513537534104204,0.923924472236744,0.834601426955178,"405902",1
"dre00450","Metabolism","Metabolism of other amino acids","dre00450","Selenocompound metabolism","1/447","20/12020",0.05,1.34451901565996,0.30304179174007,0.531656751024079,0.923924472236744,0.834601426955178,"322055",1
"dre00250","Metabolism","Amino acid metabolism","dre00250","Alanine, aspartate and glutamate metabolism","2/447","48/12020",0.0416666666666667,1.12043251304996,0.164303178849111,0.537606981702994,0.923924472236744,0.834601426955178,"797748/336473",2
"dre00260","Metabolism","Amino acid metabolism","dre00260","Glycine, serine and threonine metabolism","2/447","48/12020",0.0416666666666667,1.12043251304996,0.164303178849111,0.537606981702994,0.923924472236744,0.834601426955178,"323107/322055",2
"dre00910","Metabolism","Energy metabolism","dre00910","Nitrogen metabolism","1/447","21/12020",0.0476190476190476,1.28049430062853,0.252828550343219,0.549102537048432,0.923924472236744,0.834601426955178,"336473",1
"dre04912","Organismal Systems","Endocrine system","dre04912","GnRH signaling pathway","5/447","134/12020",0.0373134328358209,1.00337239974624,0.00771504630074716,0.560791150834531,0.923924472236744,0.834601426955178,"373882/566945/337179/407664/797938",5
"dre00061","Metabolism","Lipid metabolism","dre00061","Fatty acid biosynthesis","1/447","22/12020",0.0454545454545455,1.22229001423632,0.205088740442171,0.5658998673209,0.923924472236744,0.834601426955178,"556236",1
"dre00520","Metabolism","Carbohydrate metabolism","dre00520","Amino sugar and nucleotide sugar metabolism","2/447","51/12020",0.0392156862745098,1.05452471816467,0.0766857265429614,0.570648416086238,0.923924472236744,0.834601426955178,"678540/445097",2
"dre00511","Metabolism","Glycan biosynthesis and metabolism","dre00511","Other glycan degradation","1/447","24/12020",0.0416666666666667,1.12043251304996,0.116063615116321,0.59764447414115,0.923924472236744,0.834601426955178,"555206",1
"dre00531","Metabolism","Glycan biosynthesis and metabolism","dre00531","Glycosaminoglycan degradation","1/447","24/12020",0.0416666666666667,1.12043251304996,0.116063615116321,0.59764447414115,0.923924472236744,0.834601426955178,"108181664",1
"dre00770","Metabolism","Metabolism of cofactors and vitamins","dre00770","Pantothenate and CoA biosynthesis","1/447","24/12020",0.0416666666666667,1.12043251304996,0.116063615116321,0.59764447414115,0.923924472236744,0.834601426955178,"492476",1
"dre00230","Metabolism","Nucleotide metabolism","dre00230","Purine metabolism","6/447","169/12020",0.0355029585798817,0.954688058456773,-0.116585214808198,0.604001472777369,0.923924472236744,0.834601426955178,"567051/321793/555911/415208/556849/100331745",6
"dre04137","Cellular Processes","Transport and catabolism","dre04137","Mitophagy - animal","5/447","141/12020",0.0354609929078014,0.953559585574436,-0.109013593131882,0.606281775588287,0.923924472236744,0.834601426955178,"393945/436954/436984/100009663/406309",5
"dre04144","Cellular Processes","Transport and catabolism","dre04144","Endocytosis","12/447","341/12020",0.0351906158357771,0.946289043279734,-0.197743492881364,0.619664564299268,0.923924472236744,0.834601426955178,"393945/394243/798901/560446/573376/100000160/100151491/100333040/797187/336426/393351/559329",12
"dre00040","Metabolism","Carbohydrate metabolism","dre00040","Pentose and glucuronate interconversions","2/447","57/12020",0.0350877192982456,0.9435221162526,-0.0839964137611554,0.631493071569059,0.923924472236744,0.834601426955178,"792506/100384902",2
"dre00053","Metabolism","Carbohydrate metabolism","dre00053","Ascorbate and aldarate metabolism","2/447","58/12020",0.0344827586206897,0.92725449355859,-0.10913981720021,0.640954746465803,0.923924472236744,0.834601426955178,"792506/100384902",2
"dre00564","Metabolism","Lipid metabolism","dre00564","Glycerophospholipid metabolism","4/447","118/12020",0.0338983050847458,0.911538315701665,-0.18978032555425,0.644282704602667,0.923924472236744,0.834601426955178,"100002812/799099/556193/404620",4
"dre00120","Metabolism","Lipid metabolism","dre00120","Primary bile acid biosynthesis","1/447","28/12020",0.0357142857142857,0.960370725471397,-0.0412585803433592,0.654352628853737,0.923924472236744,0.834601426955178,"394148",1
"dre03083","Genetic Information Processing","Chromosome","dre03083","Polycomb repressive complex","3/447","90/12020",0.0333333333333333,0.89634601043997,-0.193977790356153,0.655927671097629,0.923924472236744,0.834601426955178,"550551/324015/561863",3
"dre00514","Metabolism","Glycan biosynthesis and metabolism","dre00514","Other types of O-glycan biosynthesis","2/447","60/12020",0.0333333333333333,0.89634601043997,-0.158183437993889,0.659302772440065,0.923924472236744,0.834601426955178,"100003546/103910015",2
"dre04150","Environmental Information Processing","Signal transduction","dre04150","mTOR signaling pathway","7/447","209/12020",0.0334928229665072,0.900634747332028,-0.284792994519226,0.664367500192685,0.923924472236744,0.834601426955178,"568518/550549/58023/393732/799099/557882/79380",7
"dre04981",NA,NA,"dre04981","Folate transport and metabolism","1/447","31/12020",0.032258064516129,0.867431623006423,-0.145242681634491,0.691584637038253,0.923924472236744,0.834601426955178,"336147",1
"dre04530","Cellular Processes","Cellular community - eukaryotes","dre04530","Tight junction","8/447","249/12020",0.0321285140562249,0.863947961869851,-0.426346790900233,0.712968407668768,0.923924472236744,0.834601426955178,"321070/394243/100330358/373080/81587/556734/565459/326719",8
"dre00970","Genetic Information Processing","Translation","dre00970","Aminoacyl-tRNA biosynthesis","2/447","67/12020",0.0298507462686567,0.802697919796988,-0.318269893156658,0.717637104996245,0.923924472236744,0.834601426955178,"449661/368235",2
"dre00052","Metabolism","Carbohydrate metabolism","dre00052","Galactose metabolism","1/447","34/12020",0.0294117647058824,0.790893538623503,-0.239957720204221,0.724814134502774,0.923924472236744,0.834601426955178,"678540",1
"dre00534","Metabolism","Glycan biosynthesis and metabolism","dre00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","1/447","34/12020",0.0294117647058824,0.790893538623503,-0.239957720204221,0.724814134502774,0.923924472236744,0.834601426955178,"569353",1
"dre04136","Cellular Processes","Transport and catabolism","dre04136","Autophagy - other","1/447","34/12020",0.0294117647058824,0.790893538623503,-0.239957720204221,0.724814134502774,0.923924472236744,0.834601426955178,"100009663",1
"dre04540","Cellular Processes","Cellular community - eukaryotes","dre04540","Gap junction","4/447","133/12020",0.0300751879699248,0.808733242502229,-0.435907295068499,0.734136122874186,0.923924472236744,0.834601426955178,"30236/373080/565459/80973",4
"dre01040","Metabolism","Lipid metabolism","dre01040","Biosynthesis of unsaturated fatty acids","1/447","35/12020",0.0285714285714286,0.768296580377117,-0.269781645338202,0.73507678108022,0.923924472236744,0.834601426955178,"317738",1
"dre01200","Metabolism","Global and overview maps","dre01200","Carbon metabolism","4/447","135/12020",0.0296296296296296,0.796752009279973,-0.466722249215221,0.744722308297492,0.923924472236744,0.834601426955178,"323107/445500/436850/553283",4
"dre00410","Metabolism","Metabolism of other amino acids","dre00410","beta-Alanine metabolism","1/447","37/12020",0.027027027027027,0.726767035491868,-0.327126802831834,0.754470538241608,0.923924472236744,0.834601426955178,"492476",1
"dre00630","Metabolism","Carbohydrate metabolism","dre00630","Glyoxylate and dicarboxylate metabolism","1/447","38/12020",0.0263157894736842,0.70764158718945,-0.354737980057039,0.763629485867913,0.923924472236744,0.834601426955178,"336473",1
"dre00982","Metabolism","Xenobiotics biodegradation and metabolism","dre00982","Drug metabolism - cytochrome P450","2/447","74/12020",0.027027027027027,0.726767035491868,-0.463343048142442,0.767347576358452,0.923924472236744,0.834601426955178,"792506/100384902",2
"dre03250","Genetic Information Processing","Information processing in viruses","dre03250","Viral life cycle - HIV-1","2/447","74/12020",0.027027027027027,0.726767035491868,-0.463343048142442,0.767347576358452,0.923924472236744,0.834601426955178,"559032/566557",2
"dre00983","Metabolism","Xenobiotics biodegradation and metabolism","dre00983","Drug metabolism - other enzymes","3/447","108/12020",0.0277777777777778,0.746955008699975,-0.519137299219493,0.771119283445244,0.923924472236744,0.834601426955178,"792506/110438480/100384902",3
"dre05168","Human Diseases","Infectious disease: viral","dre05168","Herpes simplex virus 1 infection","6/447","203/12020",0.0295566502463054,0.794789565907363,-0.579507142201441,0.771407000064771,0.923924472236744,0.834601426955178,"58081/406596/415158/794493/415150/405770",6
"dre00500","Metabolism","Carbohydrate metabolism","dre00500","Starch and sucrose metabolism","1/447","39/12020",0.0256410256410256,0.689496931107669,-0.381695130069145,0.772447514562375,0.923924472236744,0.834601426955178,"567798",1
